fecha_inicio_semana,y_current,y_true_level,y_true_delta,y_true_cls_id,y_pred_cls_id,y_true_cls_label,y_pred_cls_label,selected_feature_count_cls,selected_features_clf,train_class_ids,train_class_labels,proba_baja,proba_se_mantiene,proba_sube
2025-09-01,0.0328375249929476,0.037083177521204,0.0042456525282563995,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag3,sentimiento_medios_lag3,v5_alumbrado_neto_lag1,v5_prevencion_neto_lag4,v5_agua_neto_lag5,v5_basura_neto_lag2,sentimiento_medios_lag1,sentimiento_medios_lag6,v5_morena_neto_lag3,v5_obras_neto_lag3,v5_obras_neto_lag6,v5_morena_neto,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_morena_neto_lag1,v5_alumbrado_neto_lag5,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_delitos_neto_lag6,y_t_aceptacion_digital_lag6,v5_corrupcion_neto_lag3,v5_obras_neto_lag1,v5_delitos_neto_lag2,v5_prevencion_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag2,v5_americo_neto_lag1",1,se_mantiene,0.0,1.0,0.0
2025-09-08,0.0750438311217277,0.0408302409621366,-0.0342135901595911,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag1,v5_prevencion_neto_lag4,v5_agua_neto_lag5,v5_basura_neto_lag2,sentimiento_medios_lag1,v5_obras_neto_lag3,sentimiento_medios_lag6,v5_obras_neto_lag6,v5_morena_neto,v5_morena_neto_lag3,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_morena_neto_lag1,v5_alumbrado_neto_lag5,v5_basura_neto_lag5,v5_basura_neto_lag6,y_t_aceptacion_digital_lag6,v5_delitos_neto_lag6,v5_corrupcion_neto_lag3,v5_delitos_neto_lag2,v5_obras_neto_lag1,v5_prevencion_neto,v5_delitos_neto_lag1,v5_americo_neto_lag1,v5_prevencion_neto_lag2",1,se_mantiene,0.0,1.0,0.0
2025-09-15,0.244150207322864,-0.0316621893348032,-0.2758123966576672,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag1,v5_agua_neto_lag5,v5_prevencion_neto_lag4,v5_basura_neto_lag2,sentimiento_medios_lag1,v5_obras_neto_lag3,sentimiento_medios_lag6,v5_obras_neto_lag6,v5_morena_neto,v5_morena_neto_lag3,v5_agua_neto_lag6,v5_agua_neto_lag4,v5_morena_neto_lag1,v5_alumbrado_neto_lag5,v5_basura_neto_lag6,v5_delitos_neto_lag6,v5_corrupcion_neto_lag3,y_t_aceptacion_digital_lag6,v5_obras_neto_lag1,v5_delitos_neto_lag2,v5_prevencion_neto,v5_delitos_neto_lag1,v5_americo_neto_lag1,v5_prevencion_neto_lag2,v5_americo_neto",1,se_mantiene,0.0,1.0,0.0
2025-09-22,0.0353374615739687,0.167412720914919,0.1320752593409503,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_morena_neto,v5_agua_neto_lag5,v5_basura_neto_lag6,v5_basura_neto_lag2,sentimiento_medios_lag1,v5_prevencion_neto_lag4,v5_obras_neto_lag3,sentimiento_medios_lag6,v5_obras_neto_lag6,v5_agua_neto_lag6,v5_morena_neto_lag1,v5_alumbrado_neto_lag1,v5_obras_neto_lag1,v5_prevencion_neto,v5_delitos_neto_lag2,v5_prevencion_neto_lag2,v5_morena_neto_lag3,v5_corrupcion_neto_lag3,v5_americo_neto,y_t_aceptacion_digital_lag3,v5_delitos_neto_lag1,v5_delitos_neto_lag6,v5_americo_neto_lag1,v5_agua_neto_lag4,v5_basura_neto",1,se_mantiene,0.0,1.0,0.0
2025-09-29,0.037083177521204,0.134823580717908,0.09774040319670402,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag3,sentimiento_medios_lag3,v5_agua_neto_lag5,v5_morena_neto,v5_basura_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag6,v5_morena_neto_lag1,v5_prevencion_neto_lag4,sentimiento_medios_lag1,sentimiento_medios_lag6,v5_obras_neto_lag1,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_basura_neto_lag6,v5_prevencion_neto,v5_delitos_neto_lag2,y_t_aceptacion_digital_lag3,v5_prevencion_neto_lag2,v5_basura_neto,v5_delitos_neto_lag6,v5_americo_neto_lag1,v5_americo_neto,v5_morena_neto_lag3,sentimiento_medios_lag2,v5_americo_neto_lag4,v5_delitos_neto_lag1",1,se_mantiene,0.0,1.0,0.0
2025-10-06,0.0408302409621366,0.170657905569605,0.1298276646074684,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag3,sentimiento_medios_lag3,v5_agua_neto_lag5,v5_morena_neto,v5_obras_neto_lag6,v5_basura_neto_lag2,sentimiento_medios_lag6,sentimiento_medios_lag1,v5_prevencion_neto_lag4,v5_obras_neto_lag3,v5_morena_neto_lag1,v5_agua_neto_lag6,v5_obras_neto_lag1,v5_alumbrado_neto_lag1,v5_delitos_neto_lag2,v5_prevencion_neto,v5_basura_neto_lag6,y_t_aceptacion_digital_lag3,v5_basura_neto,v5_delitos_neto_lag6,sentimiento_medios_lag2,v5_americo_neto_lag1,v5_americo_neto,v5_prevencion_neto_lag2,v5_americo_neto_lag4,y_t_aceptacion_digital_lag6,v5_morena_neto_lag3",1,se_mantiene,0.0,1.0,0.0
2025-10-13,-0.0316621893348032,0.0692562741764684,0.1009184635112716,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_agua_neto_lag5,v5_basura_neto_lag2,v5_morena_neto,v5_obras_neto_lag1,v5_obras_neto_lag3,v5_morena_neto_lag1,v5_obras_neto_lag6,sentimiento_medios_lag6,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_basura_neto_lag6,v5_delitos_neto_lag2,v5_morena_neto_lag3,v5_basura_neto,sentimiento_medios_lag2,y_t_aceptacion_digital_lag3,v5_prevencion_neto,v5_americo_neto,v5_vialidad_neto,v5_americo_neto_lag1,v5_americo_neto_lag4,v5_delitos_neto_lag6,v5_alumbrado_neto_lag3",1,se_mantiene,0.0,1.0,0.0
2025-10-20,0.167412720914919,0.218016998769719,0.05060427785480001,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_agua_neto_lag5,v5_basura_neto_lag2,v5_morena_neto_lag1,v5_obras_neto_lag3,v5_morena_neto,v5_obras_neto_lag6,v5_obras_neto_lag1,sentimiento_medios_lag6,v5_prevencion_neto_lag4,v5_agua_neto_lag6,sentimiento_medios_lag1,v5_basura_neto_lag6,v5_alumbrado_neto_lag1,v5_delitos_neto_lag2,y_t_aceptacion_digital_lag3,v5_basura_neto,sentimiento_medios_lag2,v5_morena_neto_lag3,v5_americo_neto,v5_prevencion_neto,v5_vialidad_neto,v5_delitos_neto_lag6,v5_americo_neto_lag4,v5_alumbrado_neto_lag3,v5_americo_neto_lag1",1,se_mantiene,0.0,1.0,0.0
2025-10-27,0.134823580717908,0.12751595957534,-0.007307621142567999,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_agua_neto_lag5,v5_basura_neto_lag2,v5_obras_neto_lag3,v5_morena_neto_lag1,v5_obras_neto_lag6,v5_morena_neto,v5_obras_neto_lag1,sentimiento_medios_lag6,v5_agua_neto_lag6,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto_lag6,v5_alumbrado_neto_lag1,v5_delitos_neto_lag2,y_t_aceptacion_digital_lag3,sentimiento_medios_lag2,v5_basura_neto,v5_morena_neto_lag3,v5_prevencion_neto,v5_americo_neto,v5_americo_neto_lag4,v5_delitos_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag1,v5_vialidad_neto",1,se_mantiene,0.0,1.0,0.0
2025-11-03,0.170657905569605,0.279605962079427,0.108948056509822,1,1,se_mantiene,se_mantiene,30,"v5_delitos_neto,v5_corrupcion_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag3,v5_agua_neto_lag5,v5_basura_neto_lag2,v5_obras_neto_lag3,v5_morena_neto_lag1,v5_obras_neto_lag6,v5_morena_neto,sentimiento_medios_lag6,v5_obras_neto_lag1,v5_agua_neto_lag6,v5_prevencion_neto_lag4,sentimiento_medios_lag1,v5_basura_neto_lag6,v5_alumbrado_neto_lag1,v5_delitos_neto_lag2,y_t_aceptacion_digital_lag3,sentimiento_medios_lag2,v5_basura_neto,v5_morena_neto_lag3,v5_prevencion_neto,v5_americo_neto_lag4,v5_americo_neto,v5_delitos_neto_lag6,v5_agua_neto_lag4,v5_americo_neto_lag1,v5_alumbrado_neto_lag3",1,se_mantiene,0.0,1.0,0.0
