run_id,week_name,page_id,page_label,post_id,post_url,created_time,week_label,comment_count_post,selection_stage,selection_rule,selected_for_comment_sampling,selection_rank,processing_rank,status_extraccion,decision_reason,seed
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1511741260515763,https://www.facebook.com/reel/1249071796880057/,2026-03-23T00:59:55+00:00,2026-03-24,133.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,1.0,8.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1512405507116005,https://www.facebook.com/monicavtampico/posts/pfbid0nK1szjWuvcXEtcvMDeXwF4iPdvsZijc6osgumYmi1upDmf4JxhKND6rD6sYLDyGgl,2026-03-23T19:16:36+00:00,2026-03-24,7.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1512496797106876,https://www.facebook.com/monicavtampico/posts/pfbid0h3tBsiRhuELoLmgsw43e2Z2ZfkQm2AG4GqZrSU76eQugZUfbA7vLCjHvVBfu2UyJl,2026-03-23T22:10:28+00:00,2026-03-24,85.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1512603657096190,https://www.facebook.com/monicavtampico/posts/pfbid0xW4XAonJ6sNXxnbheaRCXLv1JvqWx9dYCvbnLh4SF4xoPBiNEgAigcfrivB1NmhUl,2026-03-24T01:41:35+00:00,2026-03-24,43.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,2.0,7.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1513183280371561,https://www.facebook.com/reel/927491176853652/,2026-03-24T17:51:17+00:00,2026-03-24,32.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1513487720341117,https://www.facebook.com/monicavtampico/posts/pfbid0JSAH1UJfFkC4SceQ9zLNgYmeKs954fsFXo9dP2gg9d6GJ3L17ahVJDta2ruCgRqNl,2026-03-25T03:26:58+00:00,2026-03-31,56.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1513920966964459,https://www.facebook.com/reel/26587161894303796/,2026-03-25T15:15:54+00:00,2026-03-31,89.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1514034866953069,https://www.facebook.com/monicavtampico/posts/pfbid0E851pbbs8T2A4bVs5gecCEzDQoAfvmEndSiUZW62f17bqZv224cyeW2avRQCU2yul,2026-03-25T18:05:47+00:00,2026-03-31,42.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,3.0,6.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1514152416941314,https://www.facebook.com/reel/4240806019507991/,2026-03-25T21:40:11+00:00,2026-03-31,65.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1139599704906504,https://www.facebook.com/monicavtampico/videos/1139599704906504/,2026-03-25T22:43:08+00:00,2026-03-31,208.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1514222613600961,https://www.facebook.com/monicavtampico/posts/pfbid02619vGEeQj4V6k4Ha43EaN7H5yU8SY6AvEkGbcXKApjsHperjT8ZFyE7o92bm8YSDl,2026-03-25T23:49:53+00:00,2026-03-31,35.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,4.0,5.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1514328600257029,https://www.facebook.com/reel/1323641566258668/,2026-03-26T02:35:14+00:00,2026-03-31,25.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w13_backfill,2026-03-23_semana_23marzo_29marzo_26,964877296876825,MonicaVillarreal,1514785166878039,https://www.facebook.com/reel/1725700048293013/,2026-03-26T14:30:30+00:00,2026-03-31,150.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
