Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,💥Tampico Viral👾Tamaulipas México,https://x.com/TampicoViral,TampicoViral,False,2025-06-10 17:20:51+00:00,False,"Privatizarán 2.6 hectáreas de la Laguna del Carpintero, Tampico, Tamaulipas, para construir hotel Fiesta Americana y protestan tampiqueños. @Claudiashein @MonicaVTampico @Dr_AVillarreal @fiestamericana Los hermanos morenistas nacidos en Ciudad Victoria, están apropiándose de todo",1932488142029754587,https://x.com/TampicoViral/status/1932488142029754587,0,0,0,90,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,DevesaNews,https://x.com/Devesa_News,Devesa_News,False,2025-06-10 17:30:50+00:00,False,"🚨PELIGRO🚨 Situación ALARMANTE, que nos perjudicaría a TODOS. Privilegian el NEGOCIO y el DINERO, por destruir Árboles y el Manglar, sería un ECOCIDIO. Las futuras generaciones lo lamentarán. Es de SABIOS recapacitar #Tampico @MonicaVTampico #Tamaulipas @gobtam @SEMARNAT_mx",1932490654544007262,https://x.com/Devesa_News/status/1932490654544007262,2,9,18,1757,0,https://pbs.twimg.com/amplify_video_thumb/1932489719301931008/img/kkvPjUuHWwAjpHo9.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,Ross,https://x.com/chikis6377,chikis6377,False,2025-06-10 21:18:14+00:00,False,📌MANGLARES SI 🐊🐢🦀🐊🐢🦀🌱🌱🌱👍 hoteles Noo!!!! 🚨🚨🚨🚨 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico,1932547879031177561,https://x.com/chikis6377/status/1932547879031177561,4,64,99,1245,2,https://pbs.twimg.com/amplify_video_thumb/1932547775851319296/img/cTT7MXigwy9I1T2G.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,EdysG,https://x.com/Edys60,Edys60,False,2025-06-10 22:07:38+00:00,False,"@chikis6377 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico @gobtam @Dr_AVillarreal ¿Más sequía todavía? Falta de lluvias, pago de agua a los gringos por el acuerdo y encima esto?",1932560312215220320,https://x.com/Edys60/status/1932560312215220320,1,0,1,42,0,,True,chikis6377,https://x.com/chikis6377,Ross,chikis6377,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,Ross,https://x.com/chikis6377,chikis6377,False,2025-06-10 23:51:43+00:00,False,@Edys60 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico @gobtam @Dr_AVillarreal Desafortunadamente lo quieren hacer en un manglar donde el ecosistema es tan rica en flora y fauna silvestre🥹🥲,1932586506071273508,https://x.com/chikis6377/status/1932586506071273508,1,0,1,38,0,,True,Edys60,https://x.com/Edys60,EdysG,Edys60,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-11 since:2025-06-10&src=typed_query,EdysG,https://x.com/Edys60,Edys60,False,2025-06-10 23:57:33+00:00,False,"@chikis6377 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico @gobtam @Dr_AVillarreal Sí, tienes razón Ross, no sólo es prácticamente matar el mangle y/o manglar, sino que joden toda la biota en torno a él y con ello el suelo, el agua. Esperemos que SEMARNAT, @aliciabarcena y @PROFEPA_Mx se ocupen de manera inmediata y seria. Linda tarde Ross.",1932587976074408365,https://x.com/Edys60/status/1932587976074408365,1,1,1,156,0,,True,chikis6377,https://x.com/chikis6377,Ross,chikis6377,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Caro del 56% 🌻 🇦🇷🇮🇹🇺🇸,https://x.com/GorilaNoZurdos,GorilaNoZurdos,True,2025-06-11 00:01:39+00:00,False,"@yanilatorre Esta es la hdp que nos decía: ""Hay que tenerle miedo a Dios, y UN POQUITO A MÍ?"" Mira como terminó la rea tumbera.. Escupiendo veneno para 200 monos en la puerta.",1932589004542914936,https://x.com/GorilaNoZurdos/status/1932589004542914936,2,14,262,3941,2,,True,yanilatorre,https://x.com/yanilatorre,Yanina Latorre,yanilatorre,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Ross,https://x.com/chikis6377,chikis6377,False,2025-06-11 00:10:27+00:00,False,"@Edys60 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico @gobtam @Dr_AVillarreal @aliciabarcena @PROFEPA_Mx Ojalá y que así sea amigo EdysG, igualmente linda tarde para ti🙌🏼☺️",1932591221685563711,https://x.com/chikis6377/status/1932591221685563711,1,0,1,23,0,,True,Edys60,https://x.com/Edys60,EdysG,Edys60,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,EdysG,https://x.com/Edys60,Edys60,False,2025-06-11 00:13:45+00:00,False,"@chikis6377 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico @gobtam @Dr_AVillarreal @aliciabarcena @PROFEPA_Mx Sí, ojalá. Muchas gracias mi amiga Ross. 👊👊👊",1932592049297186921,https://x.com/Edys60/status/1932592049297186921,0,0,1,20,0,,True,chikis6377,https://x.com/chikis6377,Ross,chikis6377,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Vivo En Marte,https://x.com/VivoenMarte2,VivoenMarte2,True,2025-06-11 00:18:17+00:00,False,Sicario mugroso del Grupo Lince del Cartel del Golfo de #Matamoros #Tamaulipas en el estado de #SanLuisPotosí que anda contento porque los están mandando a #Tanquian sin paga y comer pura sopa Maruchan.,1932593191859171544,https://x.com/VivoenMarte2/status/1932593191859171544,1,102,3269,523178,897,https://pbs.twimg.com/ext_tw_video_thumb/1932593169767469057/pu/img/gWZFiG_tFISPMRNd.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,"Antonio M Quispe, MD, PhD 🇵🇪",https://x.com/drantonioquispe,drantonioquispe,True,2025-06-11 00:25:32+00:00,False,"Fuerte y claro: No se pierdan las Konfesiones de un monstruo!!! Es la líderesa de la organización Kriminal más nefasta del Perú! Sacrificó a su madre! Traicionó al padre! Destruyó al hermano! No le importa q se perjudiquen 10,000 o 100,000! Jodió el Perú! Y quiere contarte el cuento!",1932595016276361557,https://x.com/drantonioquispe/status/1932595016276361557,10,126,257,5487,2,https://pbs.twimg.com/media/GtH07KCXMAAbkaS.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Tamago🍳たまご＠くー太,https://x.com/TubeTamago,TubeTamago,True,2025-06-11 00:25:41+00:00,False,"Quiero ser honesta con ustedes 🥺 La razón por la que iba a tener nueva PC la próxima semana era porque mi mamá me había ofrecido ayudarme… pero al final las cosas cambiaron y ella cambió de opinión 😭 Perdón si esto fue un cambio brusco 🥲 Sé que muchos me apoyaron con mucho cariño y de verdad agradezco cada donación con el corazón La meta de donación sigue en pie para septiembre. Si todavía quisieran apoyarme, mi Ko-fi sigue abierto 🫶 ¡Gracias por estar conmigo! 💖 https://ko-fi.com/tamagomaki/goal?g=0",1932595056122499389,https://x.com/TubeTamago/status/1932595056122499389,11,18,244,4004,10,https://pbs.twimg.com/media/GtH09X9bMAMAYKb.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Aruna St,https://x.com/Rogengar,Rogengar,False,2025-06-11 00:34:19+00:00,False,@Devesa_News @MonicaVTampico @gobtam @SEMARNAT_mx Ya valió Barriga señor Devesa Ojalá y no se llegue a cumplir eso del hotel Pero me da miedo el asunto del poderoso dinero 💴 Espero y no vayan a esperar a que se bajen los ánimos y entonces hacer su cochina construcción 🏗️ Saludos Devesa Gracias por el dato 🫰,1932597225374560380,https://x.com/Rogengar/status/1932597225374560380,0,0,0,25,0,,True,Devesa_News,https://x.com/Devesa_News,DevesaNews,Devesa_News,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,Mónica Arosemena,https://x.com/MnicaArosemena1,MnicaArosemena1,False,2025-06-11 00:34:25+00:00,False,"ENTRE EL CORREISMO Y MORENISMO SE ROBARON 400 MILLONES A TRAVÉS DE TAME! PERDIERON LOS AVIONES, LOS EDIFICIOS, TODO. LLEVAN 5 AÑOS LIQUIDANDO LA EMPRESA Y LES DAN MÁS PLAZO! ¿QUIÉNES RESPONDEN? ¡A LA CÁRCEL ESOS DESGRACIADOS!",1932597252356518009,https://x.com/MnicaArosemena1/status/1932597252356518009,43,226,365,5199,2,https://pbs.twimg.com/media/GtH29SaWUAAdIUs.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,⚛C⚛a⚛e⚛s⚛a⚛r⚛ ⚛,https://x.com/CesarRo99868224,CesarRo99868224,False,2025-06-11 00:36:04+00:00,False,@chikis6377 @Claudiashein @SEGOB_mx @SEMARNAT_mx @MonicaVTampico Ellos si son ambientalista 🤜🏻🤛🏻🤜🏻🤛🏻🤜🏻🤛🏻😎😎😎,1932597668573745321,https://x.com/CesarRo99868224/status/1932597668573745321,1,0,1,40,0,,True,chikis6377,https://x.com/chikis6377,Ross,chikis6377,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-06-12 since:2025-06-11&src=typed_query,maquirena,https://x.com/aneriuqam,aneriuqam,False,2025-06-11 00:42:48+00:00,False,mi mamá me llamo para preguntarme si toy bien y cuando le toy por contestar q no tengo dolor me dice TRANQUI QUE CRISTINA VA A SALIR DE ESTA ELLA ES FUERTE jxdkfjcuf ok ma pensé que me llamabas x la vesícula,1932599360853840191,https://x.com/aneriuqam/status/1932599360853840191,1,38,1883,14601,10,,False,,,,,es,Top
