titulo,fecha,iso_date,fuente,autor,url,url_google,thumbnail,texto,origen
"Aumenta demanda de repelente en Tampico, escasea en algunas farmacias - El Sol de México",2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/local/aumenta-demanda-de-repelente-en-tampico-escasea-en-algunas-farmacias-29576917,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNMG1qbFFGb1FPa3F0SXNWbXBma0l3WXdLcVpMR28wc0JfcHlDNlZ2cUF4VDJUMndUN0pnaGliVDlsU2JoM25nWXcxaXh0ZzBQNXAxT0xPM0U3a2FGd1VPc29IMTFoa2hjOElvUDV6QXB5cjVjb3pHQmp4VDN5TGpNVE93SnpiWnJaU19SaUJBRmhCZzBQZlRBSjJvM1ZyWkRRV1REeUI5a3o3V09CWUtKT2l5dzFjVzN2?oc=5,,"Localdomingo, 19 de abril de 2026
Aumenta demanda de repelente en Tampico, escasea en algunas farmacias
Se recomienda aplicar el producto sobre la piel expuesta y, si es necesario, sobre la ropa para mayor protección
María Macías
Se recomienda aplicar el producto sobre la piel expuesta y, si es necesario, sobre la ropa para mayor protección
María Macías",GOOGLE_NEWS_RSS
Café Cultura / Textos de otro tiempo - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/analisis/textos-de-otro-tiempo-29561696,https://news.google.com/rss/articles/CBMifkFVX3lxTE0tWGdQZHNIbVAweE9DRmdydkl0MmRtZXM5R0ZxNWNIU2J5NDZSY3YtVURYYVVqUElQMjdTeTE0bmVta0lkN3NfUE5vajRmTDlMQzNIRmYzRER0bXJUeXpVdW9ObXVjZXZPb1Z3RXJISVJGaDZZSG1HQ1dXcWcwQQ?oc=5,,"Análisisdomingo, 19 de abril de 2026
Café Cultura / Textos de otro tiempo
Las opiniones vertidas en este artículo son responsabilidad de quien las emite y no de esta casa editorial. Aquí se respeta la libertad de expresión
ÚLTIMAS COLUMNAS
Más Noticias
COLUMNAS
CARTONES
LOÚLTIMO
Newsletter
¿Te quedas fuera de la conversación? Mandamos a tu correo el mejor resumen informativo.",GOOGLE_NEWS_RSS
Atlético Morelia cae ante Tampico pero avanza a Liguilla como tercer lugar - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldezamora/deportes/atletico-morelia-cae-ante-tampico-pero-avanza-a-liguilla-como-tercer-lugar-29579975,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNWW9wVkxYejhfT2ZHM1VjTGN4amFpZ3hUYWhjNjBuSnV3aFl5WXFYQkdCMDVrejA4aHI5TktHcXpyYktET1lHQ082QW52OFM3Rnl0Z1RfSFlGZG01X2JGQXlBSkhzanRpbnN0ZWpJUTlyeGlLaXBqbnUyMC01TkpGU2xuTTMxcG5Qc0p3RkVVdGRXM0tDZGVVZWgzdDlRRDVRdlVORFB1TTJCOVZNMUFiOWU5Wm41alZnRUZxZ2ZfMnQyM1E?oc=5,,"Deportesdomingo, 19 de abril de 2026
Atlético Morelia cae ante Tampico pero avanza a Liguilla como tercer lugar
El equipo ya conoce rival y cerró el torneo con tres juegos seguidos sin triunfo antes de la fase final
El equipo ya conoce rival y cerró el torneo con tres juegos seguidos sin triunfo antes de la fase final",GOOGLE_NEWS_RSS
Empresarios de Tamaulipas ponen bajo lupa a Pemex tras derrame de hidrocarburos - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/local/empresarios-de-tamaulipas-ponen-bajo-lupa-a-pemex-tras-derrame-de-hidrocarburos-29544064,https://news.google.com/rss/articles/CBMixwFBVV95cUxNeWRwZTJLUG5ZNmdnYnRzZGx0SFlNMWtzLVRrZ2RoZUFzTFprX1VoYy1QOFVUMDhpTUhMdk5XY1p3ekFRTFFndzhCaUd6ckdPYWRWczVIc0ZVRWhWS29HRTU4Mjk2QUZpdGZYU0pCQlhlQTFGMzhIZW5VUmJoYXY1UzFucDB4ZVlEWm5aQVU5d3ZXWFN3d1JGcERZZ3FETFBTNUF0NTM5ZDVPRHJFRUxwOHNFd2JaTFR0NFFSN1U2dVZ3QmZ6OWNJ?oc=5,,"Localdomingo, 19 de abril de 2026
Empresarios de Tamaulipas ponen bajo lupa a Pemex tras derrame de hidrocarburos
La inversión privada refiere que hizo falta una atención inmediata a este problema, que ha sido una alerta en el tema ambiental
María Macías",GOOGLE_NEWS_RSS
El cumpleaños del perro / 22 años sin Leonor Mejía - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/analisis/22-anos-sin-leonor-mejia-29561783,https://news.google.com/rss/articles/CBMiggFBVV95cUxONVVERmpCWEtKRjhXMzFxX0xMaWJBM25CSXFEcG0wcUlTTUJDSFZNTlBGbE05U09TR1E4SHBmNUN0SXlrT1I2Y25obEFDWm1RTC02MzBHM2ItbEpmei01ZU5lcEwyN2Jfb2x2ajBMZGE3ZmExS0RISHcwa1ViMGJJTm53?oc=5,,"Análisisdomingo, 19 de abril de 2026
El cumpleaños del perro / 22 años sin Leonor Mejía
Las opiniones vertidas en este artículo son responsabilidad de quien las emite y no de esta casa editorial. Aquí se respeta la libertad de expresión
ÚLTIMAS COLUMNAS
Más Noticias
COLUMNAS
CARTONES
LOÚLTIMO
Newsletter
¿Te quedas fuera de la conversación? Mandamos a tu correo el mejor resumen informativo.",GOOGLE_NEWS_RSS
Frente frío 45 ya está aquí: boteros del río Pánuco extreman precauciones por norte y oleaje elevado - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/local/frente-frio-45-ya-esta-aqui-boteros-del-rio-panuco-extreman-precauciones-por-norte-y-oleaje-elevado-29569946,https://news.google.com/rss/articles/CBMi4gFBVV95cUxOcEptVjZGVUd5YW9vaXBPSEoxZmZScEN1dUI4QnpyZEpyd0c5UXFfSmxMRGtUb3dHOUtWZk04eHBPX0g3U0lXZjhBRTRhSV9FNkNoVkY3UGFfZDBITFEyZUFJV3JHWXd1N2p5eGNzTzMxUUhGRnlhMndXVlN3ZkNQNHIwaktmeHFjNTRNNVBiOGZiS0xmVTdVdVh2THJwV3dXNmJWUk15LWRfR1JCNjkwWVJTLW9RNm5oTWlmQVVXYVpGbVhpVDh5aG9xNUg1dHdtOWM1MnRhd1JISDA5YzlPZXlR?oc=5,,"Localdomingo, 19 de abril de 2026
Frente frío 45 ya está aquí: boteros del río Pánuco extreman precauciones por norte y oleaje elevado
Las olas de hasta tres metros y tormentas eléctricas obligan a reforzar medidas de seguridad en los pasos de lanchas
Alfredo Márquez",GOOGLE_NEWS_RSS
"Paradigmas / Más que una fecha, un compromiso con el planeta - El Sol de México",2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/analisis/mas-que-una-fecha-un-compromiso-con-el-planeta-29562264,https://news.google.com/rss/articles/CBMinwFBVV95cUxNRjllRkRYOWtZRXMxeVA4THJ0dUNZOUtHZXhTT19iRDZrVkE0YXROVmpMTXAwRjVKb0FpbXg3cDV3blRlMDdKUWh6bVY2SlVDTzFRMUVmM0MwamZhTlh4bk4wMDF3UTJxSVJWZm1ubl9fb05qMy1JaFB3aUYzMmtoS0JES0Y3c2dJbkc3Vy02ZThnZklFZVlKeGJkdEZCZzQ?oc=5,,"Análisisdomingo, 19 de abril de 2026
Paradigmas / Más que una fecha, un compromiso con el planeta
¿Por qué se celebra el 22 de abril el Día de la Tierra?
Cambio climático y calentamiento global
Garantizar nuestra existencia
ÚLTIMAS COLUMNAS
Más Noticias
COLUMNAS
CARTONES
LOÚLTIMO
Newsletter
¿Te quedas fuera de la conversación? Mandamos a tu correo el mejor resumen informativo.",GOOGLE_NEWS_RSS
Razones tras la muerte de más de dos toneladas de peces en Tamaulipas: expertos lo aclaran - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/local/razones-tras-la-muerte-de-mas-de-dos-toneladas-de-peces-en-tamaulipas-expertos-lo-aclaran-29558155,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNZWl5cElaLVFYd29FREl1V0k5RXA5WmFlTHZHZUVrUlo5b200WTQ1Y3ZBUE9HbmtXVXdJTmxoMURyZXREZThZZ2tMX1Q0bzRtTy03T0VCWWhST0s0Sm52QVZBSjRkbjg2YS1zcm5PUEpkZUdyNnJEUVNJdzhrNFZ2V29nT3V3SnEzLVZqUkNpWmVMUGlCM2tTdmtNNlJJclpSUGxnMThPaXYzeUttRXZJQTNySXdTUjFsVWI2LTRLQUtyMXJEczlVeHljUlRnVkdoTUs2RA?oc=5,,"Localdomingo, 19 de abril de 2026
Razones tras la muerte de más de dos toneladas de peces en Tamaulipas: expertos lo aclaran
“La combinación de factores naturales y la intervención humana está acelerando el deterioro de estos ecosistemas”, detallan
Miguel Díaz",GOOGLE_NEWS_RSS
Desorientación y estrés por salinidad: recolectan peces muertos en Estero El Camalote - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/ciencia-y-salud/desorientacion-y-estres-por-salinidad-recolectan-peces-muertos-en-estero-el-camalote-29574816,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPaks3emlVUFlOMUV1Vl9EU09IdkV5bkhEU3pDd3pzQ0N0SlJJLVhYcDVhVmFRdzRpRXh0Z2RCRG4xc0p0dVVTQnRiTkYxX1dLTElVbU1UdS1LOFdBRC01Y3F0WWRPd2Z5M0lfenNPWnVsWWFxVE1xRUNnMGpUWEFMbGZTeW5qU3drTURhemxQbDlkam1lS0xpZ1llbDhCc0ZobnE0d2NHRE1aVWhvWmgwRGtnZmhJemFCMjlJeDVMalc4WW5ISkpTdFpzU3lDWFMxRUVyeERxUG50bUU?oc=5,,"Ciencia y Saluddomingo, 19 de abril de 2026
Desorientación y estrés por salinidad: recolectan peces muertos en Estero El Camalote
La salinidad provocó la desorientación, alteración y, como consecuencia, la muerte de especies que no lograron adaptarse
María Macías",GOOGLE_NEWS_RSS
Anuncian vacantes en empresa petrolera: el reclutamiento será este lunes en Altamira - El Sol de México,2026-04-19 07:00,2026-04-19T07:00:00+00:00,El Sol de México,,https://oem.com.mx/elsoldetampico/local/anuncian-vacantes-en-empresa-petrolera-el-reclutamiento-sera-este-lunes-en-altamira-29572524,https://news.google.com/rss/articles/CBMizAFBVV95cUxQRWhnZVFBcWhtNnctZ0E3VVNrYTNFMWg2VWpuaDhRU1oyZ3RNUlh2OTBwS0d6UUF6N3NRc1Q4d2RFLVVFVVBsTUhja2NCV214OFhlWkxxUnozYVZxaGJmdWxRSWQwY3FJYWQyaHpYZWluN3RZaVQ1Y2dXcXVzUDlYY2JGNE9UQmVFWDFuSDZ0MEZmWE4tRlQ0WWR3ZjVBcGVjRmNldnBWUXVfNzlBT0pkWDZLdWFjbmoxNGZIQ3Y2SEhpYl96QTFtd3ZYWms?oc=5,,"Localdomingo, 19 de abril de 2026
Anuncian vacantes en empresa petrolera: el reclutamiento será este lunes en Altamira
Las personas interesadas deberán presentarse con su currículum vitae actualizado o, en su caso, con una solicitud de empleo previamente elaborada
Miguel Díaz",GOOGLE_NEWS_RSS
