Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,Changa Vlogs,https://x.com/ChangaVlogs,ChangaVlogs,True,2025-10-14 07:08:54+00:00,False,"Las lomecanas le están tirándo a Viralink (agencia de Aldo) porque Poncho con su necesidad de atención las alborotó! jajaja la burra es capaz de llevarse entre las patas a su sobrino por figurar. 😂 Veamos quién puede más, Poncho o el hijo del alcalde de Mty (dueño de viralink)",1977995008532988264,https://x.com/ChangaVlogs/status/1977995008532988264,30,53,566,23123,45,https://pbs.twimg.com/media/G3M_-fgWkAAFIyn.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,🇷🅾️🇲‌🅰️🇳‌ 🅾️🇸‌🇰‌🇾‌,https://x.com/Romanosky_PH,Romanosky_PH,False,2025-10-14 09:30:24+00:00,False,"Efecto Petrosky. No es Santa Marta, tampoco Cartagena, menos San Andrés. Es Tumaco Nariño si señores. Gracias al gobierno de nuestro presidente @petrogustavo, convirtió las platas de Tumaco en un lugar turístico. En los gobiernos del Matarife era desolado, no había turismo.",1978030619322974256,https://x.com/Romanosky_PH/status/1978030619322974256,248,1213,3742,67831,27,https://pbs.twimg.com/ext_tw_video_thumb/1978030572426436610/pu/img/nONrlcjF-AThANez.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,Jesus Romero,https://x.com/CommanderRomero,CommanderRomero,True,2025-10-14 09:31:27+00:00,False,@CMonteroOficial Pero aún te duele que MCM ganó el premio Nobel por la Paz y que ella le dio las gracias al Presidente Trump. Eres un resentido social e insignificante,1978030883404754984,https://x.com/CommanderRomero/status/1978030883404754984,13,53,389,3334,3,,True,CMonteroOficial,https://x.com/CMonteroOficial,Carlos Montero,CMonteroOficial,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,JEREMIAS RODRIGUEZ,https://x.com/JereRodriguezOK,JereRodriguezOK,True,2025-10-14 10:44:28+00:00,False,"💣BOMBA EN LA ADUANA DE IGUAZÚ 💣 El Funcionario Aduanero de Arca, WALTER TAMBONE, ""El Dolape de la Banda de la Aduana de Iguazú"", que cobra tributos desviandolos a una cuenta particular, se encuentra involucrado en una causa de contrabando que tramita en el Tribunal Federal de San Martín N°5 . Pese a ésto, el ""Dolape"" nunca fue apartado de la Aduana de Iguazú y sigue currando como si nada. ¿NO ERA QUÉ EL QUE LAS HACÍA LAS PAGABA?",1978049258772189670,https://x.com/JereRodriguezOK/status/1978049258772189670,18,358,571,13199,13,https://pbs.twimg.com/media/G3Nw8umWQAA52fD.jpg;https://pbs.twimg.com/media/G3Nw8zDW8AAMncJ.jpg;https://pbs.twimg.com/media/G3Nw8xQXgAAOe6i.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,RTVE Noticias,https://x.com/rtvenoticias,rtvenoticias,True,2025-10-14 11:19:15+00:00,False,"Mónica García a Ayuso: ""La libertad de conciencia de los profesionales sanitarios solo se puede ver avalada si hay un registro de objetores de conciencia. Con respecto a lo de ""machito"", ""machito"" es decirle a las mujeres que se vayan a abortar a otro sitio"". https://www.rtve.es/noticias/20251014/sindicatos-protestas-huelga-salarios-funcionarios/16769929.shtml",1978058013618381010,https://x.com/rtvenoticias/status/1978058013618381010,52,153,525,29028,6,https://pbs.twimg.com/amplify_video_thumb/1978057429955805184/img/hMRZNBEvekJUWP8J.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,Mónica García,https://x.com/Monica_Garcia_G,Monica_Garcia_G,True,2025-10-14 11:46:36+00:00,False,Iniciamos acciones legales contra el gobierno de la Comunidad de Madrid por incumplir el registro de objetores que exige la ley. Ayuso debe abandonar su cruzada contra las mujeres y cumplir la ley. Si no es por voluntad propia será en los tribunales.,1978064894957105377,https://x.com/Monica_Garcia_G/status/1978064894957105377,806,716,2186,101209,21,https://pbs.twimg.com/amplify_video_thumb/1978064794956558336/img/OL5D6Xff2wfVkQ1m.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,Mónica García,https://x.com/Monica_Garcia_G,Monica_Garcia_G,True,2025-10-14 12:34:51+00:00,False,"Vamos a reformar la Constitución para blindar el derecho al aborto. Frente a cualquier intento de retroceso, las mujeres deben poder decidir libremente sobre su cuerpo y su maternidad, con la máxima protección jurídica. Hoy damos luz verde en el Consejo de Ministros.",1978077040180961381,https://x.com/Monica_Garcia_G/status/1978077040180961381,1051,255,489,106653,15,https://pbs.twimg.com/amplify_video_thumb/1978076971323076608/img/HFJVPV9up3ydqy1p.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,VolleyProNews 🏐,https://x.com/volleypronews,volleypronews,False,2025-10-14 14:00:41+00:00,False,"O Monik, libero da Tcheca, tem um recado pra nós 👀",1978098638648717374,https://x.com/volleypronews/status/1978098638648717374,7,14,324,9954,59,https://pbs.twimg.com/amplify_video_thumb/1978098575247622144/img/55j6pH3kNi8ff6P0.jpg,False,,,,,pt,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,NTN24 Venezuela,https://x.com/NTN24ve,NTN24ve,True,2025-10-14 14:16:12+00:00,False,"""Con negociación, sin negociación (Maduro) va a salir del poder"": María Corina Machado, ganadora del Nobel de Paz https://www.ntn24.com/noticias-actualidad/con-negociacion-sin-negociacion-maduro-va-a-salir-del-poder-maria-corina-machado-ganadora-del-nobel-de-paz-584974",1978102543256371396,https://x.com/NTN24ve/status/1978102543256371396,62,533,1890,30945,15,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-10-15 since:2025-10-14&src=typed_query,Traductor 🥹💕💐,https://x.com/TraductorTeAma,TraductorTeAma,True,2025-10-14 14:34:01+00:00,False,"Que curioso. Caren Tepp, la candidata kirchnerista premiada por el consulado de Bolivia para construir la ""Patria Grande"" acompañada de la actual Diputada Nacional de Provincias Hundidas, Mónica FEIN. LA ÚNICA OPOSICIÓN A LA IZQUIERDA ES MILEI.",1978107025730015250,https://x.com/TraductorTeAma/status/1978107025730015250,29,524,1585,32159,19,https://pbs.twimg.com/media/G3OlgmpX0AAD9kw.jpg,False,,,,,es,Top
