fecha_inicio_semana,y_current,y_true_level,y_true_delta,y_true_cls_id,y_pred_cls_id,y_true_cls_label,y_pred_cls_label,selected_feature_count_cls,selected_features_clf,train_class_ids,train_class_labels,proba_baja,proba_se_mantiene,proba_sube
2025-09-01,0.0328375249929476,0.244150207322864,0.2113126823299164,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_basura_neto_lag4,v5_obras_neto_lag3,v5_delitos_neto_lag1,v5_prevencion_neto,v5_alumbrado_neto_lag3,v5_prevencion_neto_lag4,v5_vialidad_neto_lag4,v5_prevencion_neto_lag5,v5_delitos_neto_lag6,v5_delitos_neto_lag4,v5_basura_neto_lag6,v5_alumbrado_neto_lag2,v5_vialidad_neto_lag6,v5_obras_neto_lag1,sentimiento_medios_lag3,v5_vialidad_neto,y_t_aceptacion_digital_lag6,v5_corrupcion_neto_lag6,v5_basura_neto,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag5,v5_obras_neto_lag6,v5_agua_neto_lag4,v5_alumbrado_neto,v5_americo_neto_lag6,v5_morena_neto_lag3",1,se_mantiene,0.0,1.0,0.0
2025-09-08,0.0750438311217277,0.0353374615739687,-0.039706369547759,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_basura_neto_lag4,v5_obras_neto_lag3,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,v5_prevencion_neto,v5_prevencion_neto_lag5,v5_vialidad_neto_lag4,v5_vialidad_neto_lag6,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_delitos_neto_lag4,y_t_aceptacion_digital_lag6,v5_basura_neto_lag6,v5_obras_neto_lag1,v5_morena_neto_lag3,v5_corrupcion_neto_lag3,v5_obras_neto_lag6,sentimiento_medios_lag3,v5_corrupcion_neto_lag6,v5_alumbrado_neto_lag3,v5_vialidad_neto,v5_basura_neto,v5_alumbrado_neto_lag5,v5_corrupcion_neto_lag1,v5_americo_neto_lag6,v5_morena_neto,v5_agua_neto_lag4",1,se_mantiene,0.0,1.0,0.0
2025-09-15,0.244150207322864,0.037083177521204,-0.20706702980166,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_delitos_neto_lag1,v5_prevencion_neto,v5_prevencion_neto_lag5,v5_vialidad_neto_lag6,v5_prevencion_neto_lag4,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_delitos_neto_lag4,v5_obras_neto_lag1,v5_basura_neto_lag6,y_t_aceptacion_digital_lag6,v5_morena_neto_lag3,v5_corrupcion_neto_lag3,v5_obras_neto_lag6,v5_corrupcion_neto_lag6,sentimiento_medios_lag3,v5_alumbrado_neto_lag3,v5_vialidad_neto,v5_basura_neto,v5_alumbrado_neto_lag5,v5_vialidad_neto_lag4,v5_americo_neto_lag6,v5_corrupcion_neto_lag1,v5_agua_neto_lag4,v5_morena_neto",1,se_mantiene,0.0,1.0,0.0
2025-09-22,0.0353374615739687,0.0408302409621366,0.005492779388167904,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_prevencion_neto,v5_delitos_neto_lag1,v5_vialidad_neto_lag6,v5_basura_neto_lag6,v5_prevencion_neto_lag4,v5_delitos_neto_lag4,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_obras_neto_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag3,v5_basura_neto,v5_vialidad_neto,sentimiento_medios_lag3,v5_obras_neto_lag1,v5_corrupcion_neto_lag6,v5_corrupcion_neto_lag3,v5_morena_neto,y_t_aceptacion_digital_lag6,v5_morena_neto_lag3,v5_vialidad_neto_lag4,v5_agua_neto_lag1,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag1,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
2025-09-29,0.037083177521204,-0.0316621893348032,-0.0687453668560072,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_prevencion_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,v5_delitos_neto_lag4,v5_basura_neto_lag6,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_obras_neto_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag3,v5_basura_neto,sentimiento_medios_lag3,v5_vialidad_neto,v5_obras_neto_lag1,v5_corrupcion_neto_lag6,v5_morena_neto,y_t_aceptacion_digital_lag6,v5_vialidad_neto_lag6,v5_corrupcion_neto_lag3,v5_morena_neto_lag3,v5_vialidad_neto_lag4,v5_agua_neto_lag1,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag1,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
2025-10-06,0.0408302409621366,0.167412720914919,0.12658247995278238,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_prevencion_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag4,v5_delitos_neto_lag4,v5_basura_neto_lag6,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag5,v5_obras_neto_lag6,v5_obras_neto_lag1,v5_basura_neto,v5_morena_neto,sentimiento_medios_lag3,v5_vialidad_neto_lag6,v5_vialidad_neto,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag6,y_t_aceptacion_digital_lag6,v5_alumbrado_neto_lag3,v5_morena_neto_lag3,v5_vialidad_neto_lag4,v5_agua_neto_lag1,v5_americo_neto_lag6,v5_corrupcion_neto_lag1,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
2025-10-13,-0.0316621893348032,0.134823580717908,0.1664857700527112,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_delitos_neto_lag1,v5_prevencion_neto,v5_prevencion_neto_lag4,v5_basura_neto_lag6,v5_delitos_neto_lag4,v5_alumbrado_neto_lag2,v5_delitos_neto_lag6,v5_prevencion_neto_lag5,v5_obras_neto_lag6,v5_vialidad_neto,sentimiento_medios_lag3,v5_vialidad_neto_lag6,v5_morena_neto_lag3,v5_basura_neto,v5_corrupcion_neto_lag3,v5_obras_neto_lag1,v5_alumbrado_neto_lag3,v5_corrupcion_neto_lag6,v5_vialidad_neto_lag4,v5_morena_neto,y_t_aceptacion_digital_lag6,v5_americo_neto_lag6,v5_obras_neto_lag4,v5_corrupcion_neto_lag1,v5_agua_neto_lag1",1,se_mantiene,0.0,1.0,0.0
2025-10-20,0.167412720914919,0.170657905569605,0.003245184654686012,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_basura_neto_lag4,v5_prevencion_neto,v5_delitos_neto_lag1,v5_basura_neto_lag6,v5_delitos_neto_lag4,v5_prevencion_neto_lag4,v5_delitos_neto_lag6,v5_obras_neto_lag6,v5_alumbrado_neto_lag2,v5_vialidad_neto_lag6,v5_prevencion_neto_lag5,sentimiento_medios_lag3,v5_vialidad_neto,v5_corrupcion_neto_lag6,v5_basura_neto,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag3,v5_obras_neto_lag1,v5_morena_neto_lag3,v5_morena_neto,y_t_aceptacion_digital_lag6,v5_vialidad_neto_lag4,v5_americo_neto_lag6,v5_obras_neto_lag2,v5_vialidad_neto_lag3,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
2025-10-27,0.134823580717908,0.0692562741764684,-0.06556730654143961,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_basura_neto_lag4,v5_delitos_neto_lag1,v5_basura_neto_lag6,v5_delitos_neto_lag4,v5_prevencion_neto_lag4,v5_delitos_neto_lag6,v5_alumbrado_neto_lag2,v5_obras_neto_lag6,v5_vialidad_neto_lag6,sentimiento_medios_lag3,v5_prevencion_neto_lag5,v5_corrupcion_neto_lag6,v5_vialidad_neto,v5_basura_neto,v5_corrupcion_neto_lag3,v5_obras_neto_lag1,v5_alumbrado_neto_lag3,v5_morena_neto_lag3,y_t_aceptacion_digital_lag6,v5_morena_neto,v5_vialidad_neto_lag4,v5_americo_neto_lag6,v5_obras_neto_lag2,v5_vialidad_neto_lag3,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
2025-11-03,0.170657905569605,0.218016998769719,0.047359093200114,1,1,se_mantiene,se_mantiene,30,"sentimiento_medios_lag1,v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto_lag3,v5_prevencion_neto,v5_basura_neto_lag4,v5_delitos_neto_lag1,v5_basura_neto_lag6,v5_delitos_neto_lag4,v5_prevencion_neto_lag4,v5_delitos_neto_lag6,v5_prevencion_neto_lag5,v5_alumbrado_neto_lag2,v5_obras_neto_lag6,v5_vialidad_neto_lag6,v5_vialidad_neto,v5_corrupcion_neto_lag6,sentimiento_medios_lag3,v5_basura_neto,v5_obras_neto_lag1,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag3,v5_morena_neto_lag3,y_t_aceptacion_digital_lag6,v5_morena_neto,v5_americo_neto_lag6,v5_vialidad_neto_lag4,v5_obras_neto_lag2,v5_vialidad_neto_lag3,sentimiento_medios_lag5",1,se_mantiene,0.0,1.0,0.0
