query_index,query,medio,termino,article_title,article_url_original,article_url_resolved,status,resolution_strategy,cache_hit_url_resolution,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",Mujer del Año 2026 en Tampico: Bertha Ruiz de Guevara se lleva el premio - El Sol de México,https://news.google.com/rss/articles/CBMivgFBVV95cUxQZzJqTVNUTHJiZUpteHJ2WGEzTkRqdl9RSVUzVlBVWnBvRE1OeWVaWUFwQnlTQkJwTW5CVE8xNGhZM3RQamtMeG56Uzh6YzFkY3ozaGdGQnEtazVmcnpUVmFxUmtMSkhFbFVKcnl4X2JTYzBfQmNpUDVNaDJpRVJFYnFvWjMyU09QV3JGcW9sWlo2UFdvd3VxbmVkQll3Z0NIOElpRWpKdWJUOTUwUWppd2M4NS1lRzdOaFJLbV93?oc=5,https://oem.com.mx/elsoldetampico/gossip/mujer-del-ano-2026-en-tampico-bertha-ruiz-de-guevara-se-lleva-el-premio-28834119,success,google_batchexecute,False,,
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",¿Cómo nació la colonia Revolución Verde? Celebran 50 años de su fundación en Tampico - El Sol de México,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRUZTOU9yaVpES1RMbXlEeFQ0OFBkMzZubHVPTWtfc1BBZXJVdGRJV2Rfd2VnMFI1ZnN3Ykl4UGhwSk56U2h6SWhTSjk1Y2ZieUw5dEl5dlNWTnZZWV8xZE5fMEpMeTFWOW84UlRSV2tqSFBFd3ZoOHhMby13M0JKcXJWVkdabVhUNi1YWDdHc0VjYUJSZXJuanJPeGlXOHFPRmQwUjcxYjBOcE1tVkpsWDdJRk9QbFQxQTRwZDR3WGJNRk5ONzBVTnQzMA?oc=5,https://oem.com.mx/elsoldetampico/local/como-nacio-la-colonia-revolucion-verde-celebran-50-anos-de-su-fundacion-en-tampico-28795588,success,google_batchexecute,False,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""","Viernes 6 y sábado 7, toma rutas alternas: avisan cierre de carriles en la avenida Hidalgo en Tampico - El Sol de México",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNZWJUS2NIMFhsa3hkSzVmSG5PMGVybUc4aE9GZ3pjM2h4TDl6SWQzN2JaNnp6bHhVN0FmRlkyMmZSaVN2NDJ3WHVmdTR5Q21fU2VYcDN1bHpVOU1ITjk1dTN1Y2dodE9ZQWVfT2h6MV9ya1NUYmtxMHFmQlVxMmM0N1Qzc0tTVVdXVDNVZkRLTDdleFVmSE5EVGFBT3ZIc2dUejUxUzF6eEFCTExmV0V3SDdEWmVtYm5YRHN5dmVUNnNjb1NQV3FyTDNHd2Q2bmtVOTVUdW5jMEdleVZMNEZITkhB?oc=5,https://oem.com.mx/elsoldetampico/local/viernes-6-y-sabado-7-toma-rutas-alternas-avisan-cierre-de-carriles-en-la-avenida-hidalgo-en-tampico-28820808,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",“Eran nuestra salvación”: lavaderos de ‘La Fuente’ en Pueblo Viejo cumplen casi dos años sin agua - El Sol de México,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNVHQzdVhYVVVjMHBlakFGN0ZCRjJzcXNlY1B3WkhLWG55TjZUbUEzQTJGVHFaenVjbHZhQVZYdFJsdWVjREhDdVg2V1JwUElvMkRjZURYVUZaSTg5dGRkeF9OS2FsdjdYRVhobGJfSG9oSVJXV3U5U0dhMXZuUDhYc2ZLTzVsWnVzejFISEhRaXlfdERSQkFlTEwtMUlsOUxyNXROWjdUWFVaLTdrQUxmMmVad0lQblF2YWR2R0FtMVlpOGxZRG9RVXZ5b0RHMWE2a2hEOUQ4Tm4?oc=5,https://oem.com.mx/elsoldetampico/local/eran-nuestra-salvacion-lavaderos-de-la-fuente-en-pueblo-viejo-cumplen-casi-dos-anos-sin-agua-28467715,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Vivienda vertical en Tampico: piden incrementar la altura de los edificios para enfrentar el alto costo de los terrenos - El Sol de México,https://news.google.com/rss/articles/CBMi-wFBVV95cUxQblZtYnY2bUNPQVhCU29LVjJuZnVzWWhudmNid3M2STJJdVRtTlpVWnI5SWpfSnRMdWk1VV81T3lkZm5LZG9XeG04aUNCQ1VTNzBTZTVsNEpGcEdYVHIyU3dVRWI4cFJrVmJFNy1vMUFUazNYYTdWV3IzVExXOEhIQTFoU3hBTWkyb25mUGdqZkVMaUdTbXZoOE1iVlNrTWU3dHpLYXFra3ZjeFZQQXdZUlp1dm9URkxMZ3VEWE80NFBJbzVqQXFwckRHS1k3cmFTUXp5ckdlcFRiVmcyNEVEMXJNOXZyS3lNOG5EZ05NcThjSWVxVVc4d2F3NA?oc=5,https://oem.com.mx/elsoldetampico/local/vivienda-vertical-en-tampico-piden-incrementar-la-altura-de-los-edificios-para-enfrentar-el-alto-costo-de-los-terrenos-28760971,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Revive la Jaiba Brava! Tampico-Madero vence a Dorados y por fin gana en casa - El Sol de México,https://news.google.com/rss/articles/CBMixgFBVV95cUxNcXA4Nm4tS19Ha3R3dFY2dHY3M2FDT0NqSXM2M3dMV0lsRkVXbVVjdFN0czZrNzN5VVdwS2JWQVBJZlRZdnRMejJkdGxUMlp4ZkpWX2ZNY0FDMHdBNklPQ09MejhGdXZfRkRnV20zb01mMjdLYzVFYVpBYnFvXzRwdlFyZzRoa0JjR0VJVGdWS05lU3BFUVNVU0xrQjBycDVWTWo5aERNMHJIZGxZa0NKVzdXOEJMVldpZjhnSjRfM3REMHdwX3c?oc=5,https://oem.com.mx/elsoldetampico/deportes/revive-la-jaiba-brava-tampico-madero-vence-a-dorados-y-por-fin-gana-en-casa-28858792,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Empleos en Tampico: más de 90 empresas ofrecerán sus vacantes este 10 de marzo - El Sol de México,https://news.google.com/rss/articles/CBMixAFBVV95cUxQY25CNDAtbFhwSUVsaHBXdHA2MnFJSWdUWEF2WUNRTTJnemstRUhKRjdOb3BjLW5HU3FmcUtYaHk4bHpVQ0FLVUN1SUJtbVN4c2p2RHI4RlJDcHRfTUVtdnhmSzhaYWNsRC1iMTZURW43bk9GNnM2MnhueG1PcUw4LW41cFdlZlM5SndUMk5TbkoxRHpZQjVURm5yVGEyOHlKZlF6MktlRVhCMjA1Y08wc1dUcTdNZUhCQ3JfLTdjRl9rWlhj?oc=5,https://oem.com.mx/elsoldetampico/local/empleos-en-tampico-mas-de-90-empresas-ofreceran-sus-vacantes-este-10-de-marzo-28799259,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Clausuran cuatro ferreterías en Altamira: Coepris intensifica revisiones a estos negocios - El Sol de México,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbFBxZWxkVEk5bzVRVUxDYl9KZXczdzFoREpGQTJva3pDOWloSENXdkhKU3VZMGN3NzZoYndhTGNXRjRlaUgzaW9adHlFM0hyLWtuSHhyVm1sWWdZOV9JTGVqN1BrUUVoWHpSa3J2M1BYbGppakxVYlRxQ3ZYYlFWVjBmenBPcFdadHdkX28xWjlvY0Z5ODVsUzYtNENiaDlfREdzNDNQc185dDdKcXFvR2xFLU8zNnIxeWNaQW9zeTkxRjdEcW5MLTEwV2lNdnVNck5B?oc=5,https://oem.com.mx/elsoldetampico/local/clausuran-cuatro-ferreterias-en-altamira-coepris-intensifica-revisiones-a-estos-negocios-28745248,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Por fin! En abril arranca rehabilitación de la Carretera Tampico-Valles: inicia en la Cortadura - El Sol de México,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVU5TMjVZSEFCNS10VGM2YWhuclI3bjVRVHhtazF4dE1LZVpoT0tqakJubEFYbVhWOWZYbGNBSVlyMHdja3NhSnRaY0J6VE1UaEFvdzdEUTJFVzN5c2VXUllGSzdidGV5a21pWm94MTNuMk9JLUFwMHd5a1lpbFh2Q2ZOaXo5WmxLSlhvekc2ak1iRWZUZm1mMEl0dkExV3ZtTDFpR2pDZU15Tkl2MjZtSTV1aU9DcDd3Y1RFUUhyWEFSTG1ZTm9FZUVjS1lLRVpHZjllMld3YmZ1QQ?oc=5,https://oem.com.mx/elsoldetampico/local/por-fin-en-abril-arranca-rehabilitacion-de-la-carretera-tampico-valles-inicia-en-la-cortadura-28776908,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Jaiba Brava vs Dorados: duelo de urgencias en el Estadio Tamaulipas por la Jornada 9 - El Sol de México,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQR1d6YmNvNGNPTjdqTGpXZ1h6dGR5eDloa1ZGRkg3NWFBeHBPSk5KdUpIX1RycGhuQXI2eG1TazBqNldvTlN3ZE9GbWNQdHdvM05QZmRVTldSTXpFdlMweFNWdXV2TktDVnYydUtEVDlhQXRyaTFVRnlwS0kzTkc3dWVWR2k4el85UURveUJhSU13MjVGYzlOQTBWVmwyVGM2WXFjaG1USUwzb2VTdl9lWkdmWnBWaU16SUJjd1Jid0RXRmJjQ21HR3dQVzlEcDdX?oc=5,https://oem.com.mx/elsoldesinaloa/deportes/jaiba-brava-vs-dorados-duelo-de-urgencias-en-el-estadio-tamaulipas-por-la-jornada-9-28847306,success,google_batchexecute,False,,
