fecha_inicio_semana,y_current,y_true_level,y_true_delta,y_true,y_pred,y_true_label,y_pred_label,y_true_label_3clases,y_pred_label_3clases,selected_feature_count,selected_features,proba_baja_fuerte,proba_baja_moderada,proba_se_mantiene,proba_sube_moderada,proba_sube_fuerte,horizonte_sem,target_mode_clf,feature_mode,run_id,model_name
2025-09-01,0.0328375249929476,0.0353374615739687,0.0024999365810211005,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-09-08,0.0750438311217277,0.037083177521204,-0.037960653600523704,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-09-15,0.244150207322864,0.04083024096213661,-0.20331996636072738,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-09-22,0.0353374615739687,-0.0316621893348032,-0.0669996509087719,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-09-29,0.037083177521204,0.167412720914919,0.130329543393715,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-10-06,0.0408302409621366,0.134823580717908,0.0939933397557714,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-10-13,-0.0316621893348032,0.170657905569605,0.2023200949044082,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-10-20,0.167412720914919,0.0692562741764684,-0.09815644673845059,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-10-27,0.134823580717908,0.218016998769719,0.08319341805181099,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
2025-11-03,0.170657905569605,0.12751595957534,-0.04314194599426499,2,2,se_mantiene,se_mantiene,se_mantiene,se_mantiene,83,"sentimiento_medios,v5_agua_neto,v5_alumbrado_neto,v5_americo_neto,v5_basura_neto,v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_obras_neto,v5_prevencion_neto,v5_vialidad_neto,y_t_aceptacion_digital_lag1,y_t_aceptacion_digital_lag2,y_t_aceptacion_digital_lag3,y_t_aceptacion_digital_lag4,y_t_aceptacion_digital_lag5,y_t_aceptacion_digital_lag6,sentimiento_medios_lag1,sentimiento_medios_lag2,sentimiento_medios_lag3,sentimiento_medios_lag4,sentimiento_medios_lag5,sentimiento_medios_lag6,v5_agua_neto_lag1,v5_agua_neto_lag2,v5_agua_neto_lag3,v5_agua_neto_lag4,v5_agua_neto_lag5,v5_agua_neto_lag6,v5_alumbrado_neto_lag1,v5_alumbrado_neto_lag2,v5_alumbrado_neto_lag3,v5_alumbrado_neto_lag4,v5_alumbrado_neto_lag5,v5_alumbrado_neto_lag6,v5_americo_neto_lag1,v5_americo_neto_lag2,v5_americo_neto_lag3,v5_americo_neto_lag4,v5_americo_neto_lag5,v5_americo_neto_lag6,v5_basura_neto_lag1,v5_basura_neto_lag2,v5_basura_neto_lag3,v5_basura_neto_lag4,v5_basura_neto_lag5,v5_basura_neto_lag6,v5_corrupcion_neto_lag1,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag3,v5_corrupcion_neto_lag4,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag6,v5_delitos_neto_lag1,v5_delitos_neto_lag2,v5_delitos_neto_lag3,v5_delitos_neto_lag4,v5_delitos_neto_lag5,v5_delitos_neto_lag6,v5_morena_neto_lag1,v5_morena_neto_lag2,v5_morena_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag5,v5_morena_neto_lag6,v5_obras_neto_lag1,v5_obras_neto_lag2,v5_obras_neto_lag3,v5_obras_neto_lag4,v5_obras_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_prevencion_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_prevencion_neto_lag5,v5_prevencion_neto_lag6,v5_vialidad_neto_lag1,v5_vialidad_neto_lag2,v5_vialidad_neto_lag3,v5_vialidad_neto_lag4,v5_vialidad_neto_lag5,v5_vialidad_neto_lag6",1.0,,,,,3,bandas_5clases,all,C1_v1_clean,random_forest_classifier
