fecha_inicio_semana,fecha_referencia,horizonte_sem,y_current,y_true,prediccion_numerica_oficial,delta_real,delta_predicho,direction_real,direction_predicha,direction_correcta,modelo_oficial_numerico,run_id_origen,run_dir_origen
2026-01-19,2026-01-19,3,0.2454262295855256,-0.0198367240853287,0.1379630315693514,-0.2652629536708543,-0.10746319801617418,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-26,2026-01-26,3,0.3205651914908854,0.0960196886446368,0.134404489519204,-0.22454550284624863,-0.1861607019716814,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-02,2026-02-02,3,0.1700074058227992,0.2772506816416401,0.134486016086903,0.10724327581884088,-0.03552138973589619,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-09,2026-02-09,3,-0.0198367240853287,0.2100585882774014,0.1372120934889874,0.2298953123627301,0.1570488175743161,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-16,2026-02-16,3,0.0960196886446368,0.0271685648311405,0.1373137707557484,-0.0688511238134963,0.041294082111111616,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-23,2026-02-23,3,0.2772506816416401,0.1211586643975283,0.1363653863443968,-0.15609201724411176,-0.14088529529724328,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-02,2026-03-02,3,0.2100585882774014,-0.0054622217770953,0.1368184435514279,-0.2155208100544967,-0.07324014472597351,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-09,2026-03-09,3,0.0271685648311405,0.0669147100498927,0.1328500675531614,0.03974614521875221,0.1056815027220209,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-16,2026-03-16,3,0.1211586643975283,0.110472470964671,0.1319308414033772,-0.010686193432857302,0.010772177005848912,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-23,2026-03-23,3,-0.0054622217770953,0.0668779193556926,0.13120791225488,0.07234014113278789,0.13667013403197528,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-30,2026-03-30,3,0.0669147100498927,0.042142027416753,0.1300002396468118,-0.024772682633139705,0.06308552959691908,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-04-06,2026-04-06,3,0.110472470964671,0.0732244276596991,0.1278020235589485,-0.0372480433049719,0.017329552594277514,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-01,2025-09-01,4,0.0328375249929475,0.037083177521204,0.1156406175793164,0.004245652528256497,0.08280309258636889,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-08,2025-09-08,4,0.0750438311217277,0.0408302409621365,0.1114436580692735,-0.0342135901595912,0.0363998269475458,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-15,2025-09-15,4,0.2441502073228642,-0.0316621893348031,0.1105188369692655,-0.27581239665766727,-0.13363137035359868,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-22,2025-09-22,4,0.0353374615739687,0.1674127209149191,0.1071196381488062,0.1320752593409504,0.07178217657483751,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-09-29,2025-09-29,4,0.037083177521204,0.1348235807179079,0.1090081096185678,0.0977404031967039,0.07192493209736381,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-06,2025-10-06,4,0.0408302409621365,0.1706579055696051,0.1087848271739266,0.1298276646074686,0.0679545862117901,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-13,2025-10-13,4,-0.0316621893348031,0.0692562741764683,0.1097111261488816,0.1009184635112714,0.1413733154836847,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-20,2025-10-20,4,0.1674127209149191,0.218016998769719,0.1094329522611482,0.0506042778547999,-0.0579797686537709,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-10-27,2025-10-27,4,0.1348235807179079,0.1275159595753403,0.1126007701665791,-0.007307621142567611,-0.022222810551328798,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-03,2025-11-03,4,0.1706579055696051,0.2796059620794268,0.1127063819168761,0.10894805650982167,-0.057951523652729015,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-10,2025-11-10,4,0.0692562741764683,0.0821158156091689,0.1154851925443212,0.0128595414327006,0.046228918367852895,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-17,2025-11-17,4,0.218016998769719,0.3038130765246692,0.1150936108067977,0.08579607775495021,-0.1029233879629213,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-11-24,2025-11-24,4,0.1275159595753403,0.0677012815654136,0.1190620107773438,-0.05981467800992668,-0.008453948797996491,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-01,2025-12-01,4,0.2796059620794268,0.5836218782012019,0.1173402499923326,0.30401591612177514,-0.16226571208709417,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-08,2025-12-08,4,0.0821158156091689,0.1083419780858929,0.1258411218181266,0.02622616247672399,0.04372530620895769,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-15,2025-12-15,4,0.3038130765246692,0.0687870202028637,0.1258923583922038,-0.2350260563218055,-0.1779207181324654,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-22,2025-12-22,4,0.0677012815654136,0.2454262295855256,0.1238942439398002,0.177724948020112,0.05619296237438659,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2025-12-29,2025-12-29,4,0.5836218782012019,0.3205651914908854,0.1262960538158083,-0.2630566867103165,-0.4573258243853936,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-05,2026-01-05,4,0.1083419780858929,0.1700074058227992,0.13178883678786,0.061665427736906295,0.023446858701967097,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-12,2026-01-12,4,0.0687870202028637,-0.0198367240853287,0.131489977824234,-0.0886237442881924,0.06270295762137029,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-19,2026-01-19,4,0.2454262295855256,0.0960196886446368,0.129191908359061,-0.1494065409408888,-0.1162343212264646,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-01-26,2026-01-26,4,0.3205651914908854,0.2772506816416401,0.127608373344067,-0.04331450984924534,-0.19295681814681842,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-02,2026-02-02,4,0.1700074058227992,0.2100585882774014,0.132580355698569,0.04005118245460221,-0.0374270501242302,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-09,2026-02-09,4,-0.0198367240853287,0.0271685648311405,0.1329906830827071,0.0470052889164692,0.15282740716803578,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-16,2026-02-16,4,0.0960196886446368,0.1211586643975283,0.1321237302888992,0.025138975752891507,0.03610404164426241,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-02-23,2026-02-23,4,0.2772506816416401,-0.0054622217770953,0.1317269721261541,-0.2827129034187354,-0.14552370951548596,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-02,2026-03-02,4,0.2100585882774014,0.0669147100498927,0.1283674620979429,-0.14314387822750868,-0.0816911261794585,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-09,2026-03-09,4,0.0271685648311405,0.110472470964671,0.1272603475553663,0.0833039061335305,0.10009178272422581,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-16,2026-03-16,4,0.1211586643975283,0.0668779193556926,0.1248476531281189,-0.05428074504183571,0.003688988730590592,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-23,2026-03-23,4,-0.0054622217770953,0.042142027416753,0.1236498198042861,0.0476042491938483,0.1291120415813814,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
2026-03-30,2026-03-30,4,0.0669147100498927,0.0732244276596991,0.1153523621543238,0.006309717609806392,0.0484376521044311,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR_worktrees/arquitectura_modelado/radar_core/experiments/runs/E1_v5_clean_20260609_101340
