query_index,query,medio,termino,article_title,article_url_resolved,source_domain,status_descarga,extraction_method,article_text_length,cache_hit_article,playwright_used,fallback_used,attempted_methods,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",¡Imagínese! / Turismo y justicia social - oem.com.mx,https://oem.com.mx/elsoldetampico/analisis/imaginese-turismo-y-justicia-social-29290903,oem.com.mx,downloaded_ok,trafilatura,450,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",Semana Santa 2026: cinco destinos de la Huasteca cerca de Tampico que debes visitar - oem.com.mx,https://oem.com.mx/elsoldetampico/turismo/semana-santa-2026-cinco-destinos-de-la-huasteca-cerca-de-tampico-que-debes-visitar-29266382,oem.com.mx,downloaded_ok,trafilatura,3809,False,False,False,trafilatura,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",Más de una tonelada de hidrocarburo ha sido retirada de la costa de Tampico Alto en seis días de limpieza - oem.com.mx,https://oem.com.mx/elsoldetampico/local/mas-de-una-tonelada-de-hidrocarburo-ha-sido-retirada-de-la-costa-de-tampico-alto-en-seis-dias-de-limpieza-29263147,oem.com.mx,downloaded_ok,trafilatura,1322,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Atractivos naturales, culturales y recreativos: ¿cómo se vivió Semana Santa 2026 en el sur de Tamaulipas? - oem.com.mx",https://oem.com.mx/elsoldetampico/turismo/atractivos-naturales-culturales-y-recreativos-como-se-vivio-semana-santa-2026-en-el-sur-de-tamaulipas-29331775,oem.com.mx,downloaded_ok,trafilatura,1720,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De Tampico a Harvard: Melissa es aceptada en programa afiliado a la prestigiosa escuela para especializarse - oem.com.mx,https://oem.com.mx/elsoldetampico/local/de-tampico-a-harvard-melissa-fue-seleccionada-para-estudiar-medicina-en-la-prestigiosa-escuela-29270316,oem.com.mx,downloaded_ok,trafilatura,2198,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De Walk Over a Destroyer: las zapaterías que hicieron historia en Tampico - oem.com.mx,https://oem.com.mx/elsoldetampico/local/de-walk-over-a-destroyer-las-zapaterias-que-hicieron-historia-en-tampico-29312800,oem.com.mx,downloaded_ok,trafilatura,5140,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Ibas a ir al concierto de Christian Nodal en las Fiestas de Abril Tampico 2026? Así puedes pedir tu reembolso - oem.com.mx,https://oem.com.mx/elsoldetampico/tendencias/ibas-a-ir-al-concierto-de-christian-nodal-en-las-fiestas-de-abril-tampico-2026-asi-puedes-pedir-tu-reembolso-29301905,oem.com.mx,downloaded_ok,trafilatura,846,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Ocho universidades de Tamaulipas quedaron sin validez de estudio, ¿qué significa? - oem.com.mx",https://oem.com.mx/elsoldetampico/local/ocho-universidades-de-tamaulipas-quedaron-sin-validez-de-estudio-que-significa-29325231,oem.com.mx,downloaded_ok,trafilatura,1265,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Familia de Polonia visita la Catedral de Tampico y se “trauma” con este detalle [Video] - oem.com.mx,https://oem.com.mx/elsoldetampico/tendencias/familia-de-polonia-visita-la-catedral-de-tampico-y-se-trauma-con-este-detalle-video-29250732,oem.com.mx,downloaded_ok,trafilatura,945,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Abogados analizan demanda para eliminar el cobro de la caseta en el Puente Pánuco: “ya se pagó varias veces” - oem.com.mx,https://oem.com.mx/elsoldetampico/local/abogados-analizan-demanda-para-eliminar-el-cobro-de-la-caseta-en-el-puente-panuco-ya-se-pago-varias-veces-29238724,oem.com.mx,downloaded_ok,trafilatura,1333,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Qué encontró el ciclista que cruzó por Tamaulipas? Su recorrido por 43 municipios terminó en Tampico - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/que-encontro-el-ciclista-que-cruzo-por-tamaulipas-su-recorrido-por-43-municipios-termino-en-tampico-29250319,oem.com.mx,downloaded_ok,trafilatura,1625,False,False,False,trafilatura,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",El encuentro decisivo del Clausura 2026 para la Jaiba Brava: no puede perder ante Venados FC - oem.com.mx,https://oem.com.mx/elsoldetampico/deportes/el-encuentro-decisivo-del-clausura-2026-para-la-jaiba-brava-no-puede-perder-ante-venados-fc-29330126,oem.com.mx,downloaded_ok,trafilatura,653,False,False,False,trafilatura,,
