Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,Rubén Rivera,https://x.com/rubenrivera,rubenrivera,False,2025-07-08 15:18:57+00:00,False,"Brilla como nunca @MonicaVTampico claro brilla por su falta de actividad. Vecinos de Colinas de San Gerardo realizan la limpieza del parque ya que las autoridades No Hacen Nada y la alcaldesa solo vino a cobrar y posiblemente a robar. Que regrese lo cobrado, no se lo ganó.",1942604323348693172,https://x.com/rubenrivera/status/1942604323348693172,0,0,0,36,0,https://pbs.twimg.com/media/GvWEUV8WQAA1EfR.jpg;https://pbs.twimg.com/media/GvWEUV7XwAI5FQJ.jpg;https://pbs.twimg.com/media/GvWEUV9WkAA8C0c.jpg;https://pbs.twimg.com/media/GvWEUWNXgAA51GS.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,Coordinación Nacional de Protección Civil,https://x.com/CNPC_MX,CNPC_MX,True,2025-07-08 17:43:21+00:00,False,"📍Colonia Vicente Guerrero, Sector Moscú | #Tampico Con visión solidaria y coordinación, elementos de @SEMAR_mx, @Defensamx1 y @GN_MEXICO_, junto con @TampicoGob, inician distribución de ayuda humanitaria para apoyar a familias afectadas por el incremento de niveles.",1942640665302819164,https://x.com/CNPC_MX/status/1942640665302819164,1,6,9,2308,0,https://pbs.twimg.com/ext_tw_video_thumb/1942640632423444481/pu/img/NmBZFYmhtoLPVBB9.jpg;https://pbs.twimg.com/media/GvWlXRVWoAADUDP.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-08 since:2025-07-07&src=typed_query,LA MONA QUILOMBERA 2.0 🗡🐵,https://x.com/MONAQUILOMBERA,MONAQUILOMBERA,False,2025-07-08 18:04:42+00:00,False,ME VOY A GUARDAR ESTE TWEET PARA CUANDO CORTEN.,1942646038243774849,https://x.com/MONAQUILOMBERA/status/1942646038243774849,16,58,2322,59095,49,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,LA MONA QUILOMBERA 2.0 🗡🐵,https://x.com/MONAQUILOMBERA,MONAQUILOMBERA,False,2025-07-08 18:04:42+00:00,False,ME VOY A GUARDAR ESTE TWEET PARA CUANDO CORTEN.,1942646038243774849,https://x.com/MONAQUILOMBERA/status/1942646038243774849,16,58,2322,59095,49,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,Coordinación Nacional de Protección Civil,https://x.com/CNPC_MX,CNPC_MX,True,2025-07-08 20:02:17+00:00,False,"1/2 En la colonia Vicente Guerrero, sector Moscú de #Tampico, equipos de la Dirección de Salud Municipal de @TampicoGob 🚑 realizan visitas casa por casa 🚤🏠 para prevenir y monitorear enfermedades respiratorias 🤧 y cutáneas 🦠. La salud de la población es prioridad 💙.",1942675627984716232,https://x.com/CNPC_MX/status/1942675627984716232,1,1,9,1530,1,https://pbs.twimg.com/media/GvXFLoMXAAAVvgs.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,SPR Informa,https://x.com/SPRInforma,SPRInforma,True,2025-07-08 21:03:14+00:00,False,"#Nacional La @CNPC_MX informó que elementos de @SEMAR_mx, @Defensamx, @GN_MEXICO_ y de @TampicoGob realizan labores de apoyo y distribuyen ayuda humanitaria en comunidades afectas en #Tampico, #Tamaulipas, por el incremento de niveles del río Tamesí e inundaciones en diferentes zonas del estado. Entre las acciones implementadas destacan: ➡️Atención médica a la población ➡️Entrega de agua potable y despensas ➡️Recorrido en calles anegadas y trabajos de limpieza ➡️Visitas casa por casa para prevenir y monitorear enfermedades respiratorias y cutáneas",1942690964511789448,https://x.com/SPRInforma/status/1942690964511789448,0,3,5,981,0,https://pbs.twimg.com/media/GvXS83yWQAA29vq.jpg;https://pbs.twimg.com/media/GvXS845WEAAQ9eP.jpg;https://pbs.twimg.com/media/GvXS83xW0AAMtdL.jpg;https://pbs.twimg.com/media/GvXTBMVW4AAmmHs.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-09 since:2025-07-08&src=typed_query,Coordinación Nacional de Protección Civil,https://x.com/CNPC_MX,CNPC_MX,True,2025-07-08 21:21:16+00:00,False,"🔺@TampicoGob PC Municipal y Bomberos • 18 elementos | 4 vehículos ✅ Evaluación, perifoneo y apoyo a refugios Tránsito, Servicios Públicos, Bienestar Social y COMAPA • 81 elementos en conjunto ✅ Control de tránsito ✅ Limpieza, operación de bombas y distribución de agua ✅ Apoyo logístico y asistencia humanitaria",1942695504594284732,https://x.com/CNPC_MX/status/1942695504594284732,1,0,1,1146,0,,True,CNPC_MX,https://x.com/CNPC_MX,Tampico Gob,CNPC_MX,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-10 since:2025-07-09&src=typed_query,TadSam,https://x.com/tadysamy,tadysamy,False,2025-07-09 01:51:33+00:00,False,"Es en serio Tampico Gob? Poniendo boyas a un metro de donde esta el pavimento levantado y a menos de 10 metros de un tope. Mejor pavimenta la calle, no se puede ir a exceso de velocidad en Faja De Hoyos 🕳️, es una calle en mal estado. Gastos innecesarios #Tampico @MonicaVTampico",1942763523274105152,https://x.com/tadysamy/status/1942763523274105152,1,1,0,106,0,https://pbs.twimg.com/media/GvYVIFRW0AE1cXX.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-10 since:2025-07-09&src=typed_query,sky|\|£t ,https://x.com/esauschz,esauschz,False,2025-07-09 02:13:00+00:00,False,@tadysamy @MonicaVTampico @tampico Esto solo para maquillar los gastos!! Dinero tirado a la basura y a los bolsillos quién sabe quién,1942768920437399886,https://x.com/esauschz/status/1942768920437399886,0,0,0,50,0,,True,tadysamy,https://x.com/tadysamy,TadSam,tadysamy,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-07-10 since:2025-07-09&src=typed_query,Rubén Rivera,https://x.com/rubenrivera,rubenrivera,False,2025-07-09 04:03:46+00:00,False,"El gobierno municipal de #Tampico, se está olvidando de los problemas de salud pública que están ocasionando estas inundaciones, no solo es dengue, tendremos incrementos de Leptospirosis, de Hepatitis A, infecciones gastrointestinales y la pregunta es ¿Que hace @MonicaVTampico ?",1942796798004744291,https://x.com/rubenrivera/status/1942796798004744291,0,1,1,123,0,https://pbs.twimg.com/amplify_video_thumb/1942796689149952000/img/a_1wKAgS0HoLa-6z.jpg,False,,,,,es,Top
