Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Silvestre,https://x.com/gerardomoralesp,gerardomoralesp,False,2025-05-13 15:55:36+00:00,False,"En serio @TampicoGob que se les ocurrió poner topes en un distribuidor vial? Algo que por su naturaleza sirve para agilizar el tránsito? Quién fue el “genio” que lo propuso? O peor, quien fue el “listo” que lo aprobó? Le siguen poniendo en su madre a la jodida vialidad #Tampico",1922319826233544997,https://x.com/gerardomoralesp/status/1922319826233544997,0,0,0,97,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Tampicosos 🌶️🔥,https://x.com/TampicososTV,TampicososTV,False,2025-05-13 17:26:29+00:00,False,"Así la Ingeniería Vial, Tránsito y Obras Públicas del @TampicoGob poniendo topes en una vía rápida, como dice @josedevesaroca: MAL Y DE MALAS.",1922342699933262092,https://x.com/TampicososTV/status/1922342699933262092,3,3,13,1082,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Noticias 24siete,https://x.com/soy24siete,soy24siete,False,2025-05-13 18:20:45+00:00,False,"#Noticias24siete 🔴 La alcaldesa de #Tampico, @MonicaVTampico, confirmó que tras construirse el nuevo Viaducto de Tampico, habrá un cobro para aquellos usuarios que hagan uso de la vialidad.",1922356355857277302,https://x.com/soy24siete/status/1922356355857277302,1,0,0,104,0,https://pbs.twimg.com/amplify_video_thumb/1922355930705858561/img/dXVkvydiu8Xj8lbI.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,🕵️Inspector,https://x.com/GAALVACE,GAALVACE,False,2025-05-13 18:22:22+00:00,False,"@TampicososTV @TampicoGob @josedevesaroca Por eso no nos bajan al sur de tamaulipas de TERCER MUNDISTAS, pura gente inepta y neofita. al rato van a querer poner topes en la pista de aterrizaje del aeropuerto, jajajajajajajaja",1922356763304526194,https://x.com/GAALVACE/status/1922356763304526194,2,0,1,39,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,El Jaibo Tuitero,https://x.com/JaiboTuitero,JaiboTuitero,False,2025-05-13 18:35:01+00:00,False,@GAALVACE @TampicososTV @TampicoGob @josedevesaroca Ya éramos tercer mundistas antes del tope,1922359946500260035,https://x.com/JaiboTuitero/status/1922359946500260035,0,0,1,12,0,,True,GAALVACE,https://x.com/GAALVACE,🕵️Inspector,GAALVACE,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Alejandro Ordoñez,https://x.com/Alex0lea,Alex0lea,False,2025-05-13 20:05:38+00:00,False,@soy24siete @MonicaVTampico @grok cuando inician con las obras?,1922382749375041662,https://x.com/Alex0lea/status/1922382749375041662,1,0,0,10,0,,True,soy24siete,https://x.com/soy24siete,Noticias 24siete,soy24siete,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Grok,https://x.com/grok,grok,True,2025-05-13 20:07:42+00:00,False,"La construcción del Viaducto de Tampico está programada para iniciar a finales de 2025, según declaraciones recientes de la alcaldesa Mónica Villarreal. Este proyecto de 4.5 km, con una inversión superior a 6,000 millones de pesos, busca mejorar la conectividad entre Tampico y Altamira, reduciendo el tráfico en la Avenida Hidalgo. Aunque promete beneficios económicos, el peaje y las molestias durante la obra podrían generar controversias. Se están realizando diálogos con familias afectadas para mitigar impactos.",1922383270987333768,https://x.com/grok/status/1922383270987333768,0,0,0,39,0,,True,Alex0lea,https://x.com/Alex0lea,Alejandro Ordoñez,Alex0lea,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Peach 🍑💗,https://x.com/uvaa_bombon,uvaa_bombon,False,2025-05-13 20:37:37+00:00,False,"@TampicososTV @TampicoGob @josedevesaroca Estaba esperando a que saliera esta noticia , tardo menos de lo que pensé jajajaja",1922390800438001897,https://x.com/uvaa_bombon/status/1922390800438001897,0,0,0,44,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,M,https://x.com/mbez95,mbez95,False,2025-05-13 21:16:28+00:00,False,@TampicoGob @MonicaVTampico @MilenioTam @aztecanoreste @elsolde_tampico,1922400576958030247,https://x.com/mbez95/status/1922400576958030247,1,0,0,17,0,,True,mbez95,https://x.com/mbez95,Tampico Gob,mbez95,qam,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,M,https://x.com/mbez95,mbez95,False,2025-05-13 21:22:40+00:00,False,Correspondiente que pongan un señalamiento más grande y así lo puedan ver y no esperar a una tragedia @MilenioTam @TampicoGob @MonicaVTampico @aztecanoreste @elsolde_tampico,1922402137654301040,https://x.com/mbez95/status/1922402137654301040,0,0,0,27,0,https://pbs.twimg.com/media/Gq2-jl3W0AAO8Ie.jpg;https://pbs.twimg.com/media/Gq2-jnbXMAEdRVS.jpg,True,mbez95,https://x.com/mbez95,Milenio Tamaulipas,mbez95,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Rolando Aguilar,https://x.com/R20012002,R20012002,False,2025-05-13 22:26:34+00:00,False,"@MonicaVTampico estás pendeja o tienes mierda en la cabeza, una vía rápida es justo para eso",1922418219496694179,https://x.com/R20012002/status/1922418219496694179,0,0,0,6,0,,True,MonicaVTampico,https://x.com/MonicaVTampico,Mónica Villarreal Anaya,MonicaVTampico,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Rolando Aguilar,https://x.com/R20012002,R20012002,False,2025-05-13 22:36:59+00:00,False,"@MonicaVTampico chingas a tu madre, puras mamadas haces, mejor manda a limpiar las calles pendeja",1922420840576045100,https://x.com/R20012002/status/1922420840576045100,0,0,0,6,0,,True,MonicaVTampico,https://x.com/MonicaVTampico,Mónica Villarreal Anaya,MonicaVTampico,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-14 since:2025-05-13&src=typed_query,Tampicosos 🌶️🔥,https://x.com/TampicososTV,TampicososTV,False,2025-05-13 22:39:46+00:00,False,"Horrible tráfico en #Tampico, alrededor del Paso a Desnivel frente al aeropuerto debido a la continua instalación de topes en la vía rápida. Una solución que no soluciona nada y terminarán retirando. Pésimo, @TampicoGob.",1922421537715392966,https://x.com/TampicososTV/status/1922421537715392966,5,2,21,1187,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-15 since:2025-05-14&src=typed_query,Tampico Madero BICAMPEÓN,https://x.com/SeanGarciaR,SeanGarciaR,False,2025-05-14 00:05:09+00:00,False,"@TampicososTV @TampicoGob Pinches genios, y no se pudieron esperar al fin de semana, awuebo tenía que ser estos días.",1922443026351169740,https://x.com/SeanGarciaR/status/1922443026351169740,0,0,0,108,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-05-15 since:2025-05-14&src=typed_query,yo mera !,https://x.com/adrymartinez06,adrymartinez06,False,2025-05-14 00:25:57+00:00,False,@TampicososTV @TampicoGob Más les vale que lo terminen retirando ! Semejante tontería,1922448262180556969,https://x.com/adrymartinez06/status/1922448262180556969,0,0,0,60,0,,True,TampicososTV,https://x.com/TampicososTV,Tampicosos 🌶️🔥,TampicososTV,es,Top
