fecha_inicio_semana,target_4w_aceptacion_digital,base_oof_pred,residual_target,oof_fold,outer_test_date,base_model,residual_model
2025-04-14,0.0621123145606552,0.13569767563535953,-0.07358536107470434,2,2025-09-01,ridge_tscv,catboost_regressor
2025-04-21,0.143176753734124,0.15451133843128204,-0.011334584697158034,2,2025-09-01,ridge_tscv,catboost_regressor
2025-04-28,0.0836116782995949,0.14753402476002836,-0.06392234646043346,2,2025-09-01,ridge_tscv,catboost_regressor
2025-05-05,0.188465024293173,0.12369697386597582,0.06476805042719717,2,2025-09-01,ridge_tscv,catboost_regressor
2025-05-12,0.28557128111203,0.11125591178249057,0.17431536932953945,2,2025-09-01,ridge_tscv,catboost_regressor
2025-05-19,0.128343012321562,0.1288511526449916,-0.0005081403234296067,2,2025-09-01,ridge_tscv,catboost_regressor
2025-05-26,0.110639383957494,0.09718840167087998,0.01345098228661401,2,2025-09-01,ridge_tscv,catboost_regressor
2025-06-02,0.134504519725832,0.10413274352697154,0.03037177619886046,2,2025-09-01,ridge_tscv,catboost_regressor
2025-06-09,0.0229259028385385,0.13556996594368068,-0.11264406310514218,2,2025-09-01,ridge_tscv,catboost_regressor
2025-06-16,-0.0145272235338583,0.143712728969428,-0.1582399525032863,2,2025-09-01,ridge_tscv,catboost_regressor
2025-06-23,-0.0119427901737269,0.12901515738529545,-0.14095794755902236,3,2025-09-01,ridge_tscv,catboost_regressor
2025-06-30,0.0375468051905529,0.13267539011219154,-0.09512858492163864,3,2025-09-01,ridge_tscv,catboost_regressor
2025-07-07,-0.0734008015778954,0.10688470166095226,-0.18028550323884768,3,2025-09-01,ridge_tscv,catboost_regressor
2025-07-14,0.0745517215562396,0.13062870584332303,-0.05607698428708344,3,2025-09-01,ridge_tscv,catboost_regressor
2025-07-21,0.0643779113892458,0.15729047631511534,-0.09291256492586954,3,2025-09-01,ridge_tscv,catboost_regressor
2025-07-28,0.342789901148327,0.1467133436518382,0.19607655749648883,3,2025-09-01,ridge_tscv,catboost_regressor
2025-08-04,0.0328375249929476,0.13638829134035743,-0.10355076634740984,3,2025-09-01,ridge_tscv,catboost_regressor
2025-08-11,0.0750438311217277,0.12017696862878136,-0.04513313750705365,3,2025-09-01,ridge_tscv,catboost_regressor
2025-08-18,0.244150207322864,0.14326585422409288,0.10088435309877111,3,2025-09-01,ridge_tscv,catboost_regressor
2025-08-25,0.0353374615739687,0.16821895328237202,-0.13288149170840333,3,2025-09-01,ridge_tscv,catboost_regressor
