Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Ivy Cángaro,https://x.com/Ivy_Cangaro,Ivy_Cangaro,True,2024-12-10 06:05:13+00:00,False,"@PatoBullrich Que espanto que semejante mono con navaja sea la responsable de cuidarnos. Una locura carísima, errores que tienen costo en vidas y en juicios al estado que hacen la democracia cada vez más endeble. Encima la bestia ni pide disculpas, nada. Que pulsión de muerte esta mujer.",1866363520603807797,https://x.com/Ivy_Cangaro/status/1866363520603807797,1,28,354,5856,1,,True,PatoBullrich,https://x.com/PatoBullrich,Patricia Bullrich,PatoBullrich,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Qué Poca Madre 🇲🇽,https://x.com/QuePocaMadre_Mx,QuePocaMadre_Mx,False,2024-12-10 06:05:52+00:00,False,"🚨‼️VAYA RELAJO‼️POR INCIDENTE DE TRÁNSITO POLICÍAS DE TONANITLA Y TECÁMAC DESATAN RIÑA POR CONTROL TERRITORIAL🔥🚔 👉 Esta noche se armó el caos en la Av. 20 de Noviembre, donde policías de #Tonanitla y #Tecámac, ambos municipios del #Edoméx, se enfrentaron por una disputa territorial. Todo empezó cuando los de Tonanitla acudieron a ayudar a un conductor varado, pero Mariela Gutiérrez, exalcaldesa de Tecámac, reclamó que solo la policía estatal debía actuar ahí. La situación empeoró cuando llegaron más policías de ambos lados, y hasta el alcalde de Tonanitla, Mauro Martínez, se metió. Al final, tuvieron que intervenir las fuerzas estatales para evitar que pasara a mayores. @Edomex @SS_Edomex",1866363683556790479,https://x.com/QuePocaMadre_Mx/status/1866363683556790479,6,48,205,19528,8,https://pbs.twimg.com/amplify_video_thumb/1866363582486560768/img/7wVYCZG_F8QdsQVu.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,MKZ & Rox,https://x.com/artemisalopezc,artemisalopezc,True,2024-12-10 06:10:59+00:00,False,"Respuesta a la señora Xóchitl Gálvez: Señora Gálvez, Que este día no sea solo una fecha en el calendario para sus declaraciones huecas, sino una pausa para la memoria histórica. ¿De verdad cree que al pueblo se le ha olvidado quién sembró las raíces más profundas de los privilegios, la impunidad y la corrupción que hoy pretende denunciar? Decirlo sin sonrojo es, cuando menos, una muestra de cinismo admirable. La derecha que usted representa no cometió artimañas pequeñas; cometió atracos monumentales que saquearon al país y condenaron a generaciones enteras. Ustedes no dejaron “problemas”, dejaron una nación expoliada: instituciones capturadas, justicia prostituida, y un país que ustedes convirtieron en un negocio personal. Mientras el pueblo padecía, ustedes levantaban casas blancas, escondían fortunas en paraísos fiscales y festejaban con discursos vacíos como el que ahora nos ofrece. Tuvieron años —décadas enteras— para demostrar su compromiso con el pueblo, pero eligieron llenarse los bolsillos. Ahora vienen, con una cara que solo puede compararse con su falta de vergüenza, a exigir que Morena repare en seis años las ruinas que ustedes dejaron tras su festín. Háganse responsables: los responsables del pantano no son quienes lo están limpiando, sino quienes lo convirtieron en su paraíso impune. Hoy el país avanza, con tropiezos y con resistencias, pero avanza. Y si la corrupción aún respira es porque muchos de ustedes siguen vivos, gritando desde el sótano de su moralidad, intentando confundir a quienes ya abrieron los ojos. No señale con dedo flamígero, señora Gálvez; con la historia como juez, sus acusaciones no solo son hipócritas: son patéticas. Con determinación y altivez ante la magnitud de sus fechorías, MKZ Con determinación y altivez ante la magnitud de sus fechorías, Dra. Artemisa López.",1866364971833028898,https://x.com/artemisalopezc/status/1866364971833028898,40,184,376,3103,3,,True,XochitlGalvez,https://x.com/XochitlGalvez,Xóchitl Gálvez Ruiz,XochitlGalvez,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Lu,https://x.com/NiTanBonita,NiTanBonita,False,2024-12-10 06:34:26+00:00,False,"La mamá de Maryfer Centeno @Grafocafe también cuenta mentirillas, x ejemplo, de dónde es egresada. O x lo menos en el Registro Nacional de Profesionistas no hay información de q sea egresada de la UNAM, como ella dijo. Sin embargo la Lic. Muñoz SÍ sabe que la grafología NO CURA",1866370875169325473,https://x.com/NiTanBonita/status/1866370875169325473,34,452,1201,113195,79,https://pbs.twimg.com/ext_tw_video_thumb/1866370789811122176/pu/img/YJxcHwRIw50CJmgQ.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Señorita M0skigna Fan,https://x.com/ladymoskigna,ladymoskigna,True,2024-12-10 06:43:17+00:00,False,🚨🚨AHORA SIGO CONTANDO MÁS NO DEJEN DE SEGUIRME QUE YA VOLVÍ DE VACACIONES Y VOY A ESTAR CUBRIENDO TODO COMO TODOS LOS AÑOS. Continúo 🚨,1866373101254258856,https://x.com/ladymoskigna/status/1866373101254258856,1,2,194,161369,6,,True,ladymoskigna,https://x.com/ladymoskigna,,ladymoskigna,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,SonPolemicas,https://x.com/SonPolemicas,SonPolemicas,True,2024-12-10 08:58:17+00:00,False,"Por qué los hijos de María Corina Machado no están presos, con ""depresión"" y ""tendencia suicida"" ? Porque a ellos su madre no los mandó a guarimbear, a generar violencia, para eso usó a los hijos de los pendejos, que ahora sufren las consecuencias. Sus hijos en Miami rumbeando.",1866407072989847841,https://x.com/SonPolemicas/status/1866407072989847841,21,387,359,8637,5,https://pbs.twimg.com/media/GebOJKdXAAAdqPl.png,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Patricio Zambrano,https://x.com/elpatozambrano,elpatozambrano,True,2024-12-10 12:03:07+00:00,False,Buen día es martes son las 5am. Estaremos en @GobSanNicolas que tiene 416 colonias y 14 millones de m2 de pavimentos. Las caminaré completas. ¿Cuánto “pavimento” estará en condiciones óptimas en CUATRO años de @daniel_carrillo. Vamos a descubrirlo.,1866453589176234146,https://x.com/elpatozambrano/status/1866453589176234146,88,35,303,63072,4,https://pbs.twimg.com/amplify_video_thumb/1866453272405622784/img/gRwfs5ouQZmI1cMl.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Mhoni Vidente,https://x.com/mhonividente,mhonividente,True,2024-12-10 12:52:45+00:00,False,Hoy seré más paciente conmigo mismo y los demás hoy dejare a un lado los enojos y rencores de mi vida. Hoy voy a ser más espiritual y invocare a La Virgen de Guadalupe para que me cubra con su manto y ayude alejar los problemas de mi vida HOY SERE MAS FUERTE,1866466081055051880,https://x.com/mhonividente/status/1866466081055051880,64,110,829,38677,14,https://pbs.twimg.com/media/GecEttDbAAAa7kl.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Yo soy,https://x.com/Elizza0606,Elizza0606,True,2024-12-10 13:04:38+00:00,False,"En medio de la oscuridad ,muchos correrán ,otros perdón pedirán ,lo que debe ser será ,y lo que fuè aprendizaje nos dejará ,veremos derrumbar la estructura que se creía poderosa ,los fuertes serán los debiles,pronto seremos Oficialismo Todo se va desmoronando . Aquellos que juzgaron a la dama ,la boca les callará,detrás del teclado mudos quedarán ,seguimos con FE, 👌 siempre con la convicción de que lograremos la Libertad y que está muy cerca. Enviemos mucha luz a MCM,la necesita en estos momentos cruciales 🙏🇻🇪👌🗽 El fénix renace de sus cenizas 🫶 Los angeles y Arcángeles rodean a Venezuela .",1866469070343708962,https://x.com/Elizza0606/status/1866469070343708962,52,126,500,8201,14,https://pbs.twimg.com/media/GecHuodWoAA3b1V.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,.ۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗStripper De Krrion 💚🇵🇷🇯🇲,https://x.com/Vantillana,Vantillana,False,2024-12-10 13:36:07+00:00,False,"Terminaron robando el puesto de Adriana y Eva y es bien triste q todo ocurrió ante nuestros ojos y todo fue permitido. A los Popukids, NO, esto no es saber perder, esto es RECONOCER el abuso del poder que tiene el PNP sobre el proceso electoral, y ustedes SON CÓMPLICES!",1866476995862770075,https://x.com/Vantillana/status/1866476995862770075,68,129,428,25749,3,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Mónica O. abogada,https://x.com/Monicao2712,Monicao2712,True,2024-12-10 13:44:11+00:00,False,"¡Buenas madrugadas gente bonita de izquierda! 🤗 Abríguense al salir, porque hace frío. 🤭 ¿ café? ☕️",1866479024970531190,https://x.com/Monicao2712/status/1866479024970531190,28,25,218,1623,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Hania ( A las pruebas me remito ✌🏻),https://x.com/HaniaSieraDavid,HaniaSieraDavid,True,2024-12-10 14:00:22+00:00,False,NO VIAJEN A TAPACHULA por vía terrestre. Me parece una tremenda irresponsabilidad e ineficiencia del @MinexGt y del consulado en ese lugar el no informar del riesgo que corremos los guatemaltecos. Desde hace meses se sabe de una banda de asaltantes que a plena luz del día y a escasos metros de la frontera interceptan a los turistas.,1866483096562049522,https://x.com/HaniaSieraDavid/status/1866483096562049522,120,585,1394,192142,161,https://pbs.twimg.com/media/GecUeqTXQAALe4i.jpg;https://pbs.twimg.com/media/GecUeqOXEAAAtt-.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2024-12-11 since:2024-12-10&src=typed_query,Eduardo Preve,https://x.com/EPreve,EPreve,True,2024-12-10 14:05:08+00:00,False,#LATAPADITA ✔️Por la ventana: los nuevos presupuestados en CARU y MTOP ✔️ Los 32 asesores del MTOP que ganan 319 mil pesos por mes. ✔️ La ruta inaugurada hace un año que ya está con graves problemas en el pavimento. https://youtu.be/46ja-aqcqB8?si=awtwdNtMXukZjqlX,1866484295092916278,https://x.com/EPreve/status/1866484295092916278,15,245,355,18664,9,,False,,,,,es,Top
