tipo,url,post_url_padre,fecha,texto,num_comentarios
POST,https://facebook.com/TampicoGob/photos/d41d8cd9/122145216038546197,,,,
POST,https://facebook.com/TampicoGob/photos/est%C3%A1-ma%C3%B1ana-en-la-mesa-de-seguridad-encabezada-por-la-alcaldesa-m%C3%B3nica-villarrea/122144951354546197,,,,
POST,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,,,,
POST,https://facebook.com/TampicoGob/posts/la-ma%C3%B1ana-de-este-viernes-21-de-marzo-tuvo-lugar-el-homenaje-conmemorativo-al-21/122145216092546197,,,,
POST,https://facebook.com/TampicoGob/posts/-en-la-d%C3%A9cimo-octava-sesi%C3%B3n-ordinaria-de-cabildo-se-aprob%C3%B3-el-comodato-de-10-cam/122145162350546197,,,,
POST,https://facebook.com/monicavtampico/posts/en-este-d%C3%ADa-queremos-desearle-un-feliz-cumplea%C3%B1os-al-dr-vicente-joel-hernandez-n/1221524012870824,,,,
POST,https://facebook.com/monicavtampico/photos/en-este-d%C3%ADa-queremos-desearle-un-feliz-cumplea%C3%B1os-al-dr-vicente-joel-hernandez-n/1221523432870882,,,,
POST,https://facebook.com/monicavtampico/posts/el-agua-es-un-tema-que-nos-toca-a-todos-por-eso-hoy-estuve-presente-en-el-tercer/1222340566122502,,,,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid0tEMfsTNiVodPkViVUkmVJsHbqW8zxTEY4Sa3XLbz7KgoevHp1m9kYWg1Mb4hcopWl?comment_id=924105926309958,https://facebook.com/TampicoGob/photos/d41d8cd9/122145216038546197,2025-03-24T18:48:36.000Z,"Excelente!!!!  Orgullosa de mi alumna hermosa Lía Giselle,  destacando en  Etapa Intramuros ,Nivel Zona , Nivel Sector y vamos por el Regional si se puede princesa!!!! Gracias a ti y a tus papis por  su gran responsabilidad ,esfuerzo  y dedicación por poner en alto  a nuestra escuela  Jardín de Niños Lic.Natividad Garza Leal  zona 25.",
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid0tEMfsTNiVodPkViVUkmVJsHbqW8zxTEY4Sa3XLbz7KgoevHp1m9kYWg1Mb4hcopWl?comment_id=1427437381569660,https://facebook.com/TampicoGob/photos/d41d8cd9/122145216038546197,2025-03-22T01:58:20.000Z,Me encantó la participación de mi niña lia,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=996268779281646,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-25T01:30:48.000Z,Disculpen mi ignorancia sabran si para entrar al centro de espectaculo se tiene que pagar entrada a la feria?,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=1392671805497504,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-19T20:34:10.000Z,"A qué hora empiezan los del teatro del pueblo Para los niños
Bely y Beto",
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=1058753639635368,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-19T19:01:21.000Z,Jorge Luis  nada intenso xd,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=1699251330663624,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-18T07:00:42.000Z,Sheccid Amador,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=2104386016995167,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-18T02:22:55.000Z,saben  qe hora se presentan los grupos ?,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=2153769795069316,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-18T00:12:13.000Z,Que día venden las pulsera para los juegos,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=3955223608139606,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-17T23:00:07.000Z,A qué hora empiezan los evento del teatro del pueblo,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=1672081803678905,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-17T18:38:12.000Z,Rossy Garza,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=3164882510333790,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-17T15:52:43.000Z,Pregunta con el boleto del centro de espectáculos se puede también pasar ala feria,
COMENTARIO,https://www.facebook.com/TampicoGob/posts/pfbid034ceg1BUirwbjnoSN958yzQsQVWiYeiHGzpM72if66mgLbUpLRV9KFJ3AHfg1EQZCl?comment_id=559670560485130,https://facebook.com/TampicoGob/posts/en-semana-santa-visita-tampico-tendremos-diversi%C3%B3n-para-todosno-te-pierdas-del-1/122145652682546197,2025-04-17T08:48:56.000Z,Erick,
COMENTARIO,https://www.facebook.com/monicavtampico/posts/pfbid04GLcJhFsDDA3zHdsXz4QyzKvPLbUKxTsnhhtdbKKJ68NqRVGWjyQfjhyMUuey5Gel?comment_id=576868258848570,https://facebook.com/monicavtampico/posts/en-este-d%C3%ADa-queremos-desearle-un-feliz-cumplea%C3%B1os-al-dr-vicente-joel-hernandez-n/1221524012870824,2025-03-22T15:38:25.000Z,Felicitaciones Secretario ¡¡¡¡,
COMENTARIO,https://www.facebook.com/monicavtampico/posts/pfbid04GLcJhFsDDA3zHdsXz4QyzKvPLbUKxTsnhhtdbKKJ68NqRVGWjyQfjhyMUuey5Gel?comment_id=1200792651761841,https://facebook.com/monicavtampico/posts/en-este-d%C3%ADa-queremos-desearle-un-feliz-cumplea%C3%B1os-al-dr-vicente-joel-hernandez-n/1221524012870824,2025-03-21T23:36:39.000Z,Feliz cumpleaños doctor,
COMENTARIO,https://www.facebook.com/monicavtampico/posts/pfbid04GLcJhFsDDA3zHdsXz4QyzKvPLbUKxTsnhhtdbKKJ68NqRVGWjyQfjhyMUuey5Gel?comment_id=668295489013998,https://facebook.com/monicavtampico/posts/en-este-d%C3%ADa-queremos-desearle-un-feliz-cumplea%C3%B1os-al-dr-vicente-joel-hernandez-n/1221524012870824,2025-03-21T06:47:58.000Z,"Muchas felicitaciones Dr. Hernandez Navarro, Vicente Joel  feliz cumpleaños🎂🎁🎉",
