Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-19 since:2025-02-18&src=typed_query,Muro Político,https://x.com/MuroPoliticoMX,MuroPoliticoMX,False,2025-02-18 20:42:50+00:00,False,"🔴#CdMadero y #Tampico son de las ciudades del país más seguras, coincidieron los alcaldes @erasmoglz y @MonicaVTampico. LA NOTA👇 #CdVictoria #Tampico #CdMadero #Matamoros #Reynosa #NuevoLaredo #Tamaulipas https://muropolitico.mx/2025/02/18/confian-alcaldes-del-sur-que-mando-unico-de-seguridad-es-garantia-de-orden/",1891951532389642357,https://x.com/MuroPoliticoMX/status/1891951532389642357,1,1,1,211,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-19 since:2025-02-18&src=typed_query,Ch,https://x.com/sir_christian_,sir_christian_,False,2025-02-18 21:02:44+00:00,False,"@TamaulipasHabla @INEGI_INFORMA @erasmoglz @MonicaVTampico puras mentiras. esa senora ni vive en tampico, se la pasa en mcallen",1891956538371105056,https://x.com/sir_christian_/status/1891956538371105056,0,0,0,31,0,,True,TamaulipasHabla,https://x.com/TamaulipasHabla,TamaulipasHabla,TamaulipasHabla,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-20 since:2025-02-19&src=typed_query,Vox Populi Noticias,https://x.com/VoxPopuliNoti,VoxPopuliNoti,True,2025-02-19 03:04:23+00:00,False,"Anuncian “Carnaval Tamaulipas 2025” con una bolsa de $1.3 millones en premios Promocionan fiesta en la capital tamaulipeca, Nuevo León y la Ciudad de México; extienden invitación a Coahuila y sur de EU https://voxpopulinoticias.com.mx/2025/02/premios-de-1-3-millones-de-pesos-en-el-carnaval-tamaulipas-2025/ #Tamaulipas @MonicaVTampico @erasmoglz @SECTUR_TAM",1892047550384869474,https://x.com/VoxPopuliNoti/status/1892047550384869474,0,0,0,118,0,https://pbs.twimg.com/media/GkHltvJXIAAk-FX.jpg;https://pbs.twimg.com/media/GkHlvk4XwAEdhJ-.jpg;https://pbs.twimg.com/media/GkHlx32WkAEFaIn.jpg;https://pbs.twimg.com/media/GkHly3yX0AAOojq.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-20 since:2025-02-19&src=typed_query,Ana Card.,https://x.com/AnaC8291079432,AnaC8291079432,False,2025-02-19 14:06:29+00:00,False,"Muy cierto, de mal en peor la administración de @MonicaVTampico en retroceso los servicios públicos básicos así lo están manifestando en todos los sectores del municipio. 🤷🏻‍♀️ @SECTUR_mx @SECTUR_TAM",1892214174521975262,https://x.com/AnaC8291079432/status/1892214174521975262,0,0,0,6,0,https://pbs.twimg.com/media/GkJ-wo3XUAAeMxt.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-20 since:2025-02-19&src=typed_query,Vox Populi Noticias,https://x.com/VoxPopuliNoti,VoxPopuliNoti,True,2025-02-19 17:47:28+00:00,False,"Tampico, Tamaulipas, podría ser sede de la Feria Mundial del Libro 2025 📚 📌Empresarios de Malasia visitan la ciudad para explorar espacios disponibles para el evento, dijo alcaldesa @MonicaVTampico https://voxpopulinoticias.com.mx/2025/02/feria-mundial-del-libro-2025-podria-celebrarse-en-tampico/ . #Tampico #Tamaulipas",1892269787104817259,https://x.com/VoxPopuliNoti/status/1892269787104817259,1,0,0,142,0,https://pbs.twimg.com/media/GkKxVkeXAAA_hYX.jpg;https://pbs.twimg.com/media/GkKxVLHXsAAPXIr.jpg;https://pbs.twimg.com/media/GkKxVcvXkAA5e6a.jpg;https://pbs.twimg.com/media/GkKxVR3XwAEK1Lh.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-20 since:2025-02-19&src=typed_query,Aibnat Lubnan fi Almaksik,https://x.com/ALubnanW,ALubnanW,False,2025-02-19 17:53:44+00:00,False,"@VoxPopuliNoti @MonicaVTampico Que la alcalde los cuide mucho, que traigan equipo MOSSAD ✡️🕎.",1892271362812588080,https://x.com/ALubnanW/status/1892271362812588080,0,0,0,1,0,,True,VoxPopuliNoti,https://x.com/VoxPopuliNoti,Vox Populi Noticias,VoxPopuliNoti,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-20 since:2025-02-19&src=typed_query,M,https://x.com/mbez95,mbez95,False,2025-02-19 23:43:40+00:00,False,Ya que están en reposición de pavimento ojalá y se den una vuelta @Comapa_Sur por la colonia cambell calle corona y Elías piña para que hagan lo mismo @MonicaVTampico @TampicoGob @MilenioTam @Milenio @adn40,1892359425576378396,https://x.com/mbez95/status/1892359425576378396,0,0,0,25,0,,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-21 since:2025-02-20&src=typed_query,Oceanican,https://x.com/RefugiOceaniCAN,RefugiOceaniCAN,False,2025-02-20 00:36:36+00:00,False,"Soy CHICHARITO, me rescataron huerfanito, y aquí me adoptó PONCHO y yo a él. Cómo Poncho nunca tuvo hijos porque lo esterilizaron jovencito y pues yo nunca tuve papá y mi mamita falleció pues él y yo somos padre e hijo. Gracias a cada ser humano que hace funcionar este hogar pues gracias a ustedes es que aquí se gestan historias de amor muy bellas. Cada vida vale y cada uno de nosotros somos importantes en este hogar perruno. Les mando amor y le pido al Universo que bendiga siempre por todo lo bello que logran con cada perrito que aquí vive. Graaaaacias!! 🙏🏼💜🐶🐾 #AdoptaUnOceanican #Oceanican #RefugiOceanican #love #perritos",1892372748326097205,https://x.com/RefugiOceaniCAN/status/1892372748326097205,3,148,290,3889,3,https://pbs.twimg.com/media/GkMO-1ca4AACjLq.jpg;https://pbs.twimg.com/media/GkMO-1cacAAxg7I.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-21 since:2025-02-20&src=typed_query,nacho con O,https://x.com/NachoConO,NachoConO,False,2025-02-20 00:48:14+00:00,False,"“Así como Lupillo la aceptó, así como Lupillo ganó su confianza y así como Lupillo me dijo protégela voy a hacer que la desproteja y que la saquen de la casa” 🤷🏻‍♂️ QUÉ TIENE QUE VER LUPILLO CON TU FAMILIA DANIA MÉNDEZ REACCIONA POR FAVOR #LCDLFAllStars",1892375676402933927,https://x.com/NachoConO/status/1892375676402933927,34,82,683,39185,36,https://pbs.twimg.com/amplify_video_thumb/1892375492700901377/img/3TcGhT_jc_3L4Za7.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-21 since:2025-02-20&src=typed_query,LA MONA QUILOMBERA 2.0 🗡🐵,https://x.com/MONAQUILOMBERA,MONAQUILOMBERA,False,2025-02-20 00:55:38+00:00,False,"LA LAVADA DE IMAGEN QUE ESTAN HACIENDO CON CIERTA PARA METERLA A LA CASA EH, CERO DISCRETOS #GranHermano",1892377540485939276,https://x.com/MONAQUILOMBERA/status/1892377540485939276,148,123,2943,186953,51,,False,,,,,es,Top
