video_id,comment_id,author,comment_text,published_at,like_count,query,video_title,channel_title,video_published_at,fecha_extraccion,run_id,week_name,source_platform,comment_level,video_url,query_index
TtchTXXvp6w,UgxJBPWXFecMWSohig14AaABAg,@georgesolis648,Del erario..,2026-03-16T15:43:50Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgyIvj2C442Yu7ZpljB4AaABAg,@georgesolis648,Pues de dónde va hacer...😮😮😮😮😮😮😮😮😮😮,2026-03-16T15:43:19Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,Ugy8JaesCxHFmS4YQ0d4AaABAg,@AlejandroAguilarCárdenasAguila,"no es tan malo   ya que  los recursos  salio de  los Organizadores  del carnaval , perp no estan malo como loa xv años  de un funsionario de pemex en Tabasco <br>que llego Belinda <br>el J balvin y Junior H  y con el dinero del pueblo y nadie hace nada ......😂😂😂😂😂",2026-03-11T02:13:12Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgwUbVXDHW-802HWrvF4AaABAg,@lpking2117,aunque la mona vista de seda mona se queda estos políticos ratas vistiendo y derrochando lujo pero se ven super gatos,2026-03-08T12:36:58Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgwLaZnD9Ey2OXQb87B4AaABAg,@acuariovale8401,Bueno se ve que la familia si le metió dinero la reina está horrible,2026-03-07T09:53:38Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgxXKZbVrNanHks3ztp4AaABAg,@emmanuel1718,"Claro, todas las familias tenemos dinero para pagarle transporte aereo a ese gu3y😂😂😂😂😂😂",2026-03-07T03:56:25Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,Ugx-cB1qbI0p6zBLdch4AaABAg,@robertorojas2392,CÁRCEL PARA ÉSTE EDIL PETISTA DE CHICONCUAC,2026-03-06T00:45:41Z,1,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgyJb_mZ7nV86gniI414AaABAg,@robertorojas2392,"CÁRCEL PARA EDIL PETISTA,DEBE ESTAR EN LA DELINCUENCIA ORGANIZADA",2026-03-06T00:44:47Z,1,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgzprdNQLYKoXsDT6ml4AaABAg,@robertorojas2392,QUE LE CAIGA EL OPERATIVO ENJAMBRE!,2026-03-06T00:43:14Z,0,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
TtchTXXvp6w,UgwOc4x5XLaw0f1BeAR4AaABAg,@robertorojas2392,HAY QUE INVESTIGARLO POR MEDIO DEL OPERATIVO ENJAMBRE,2026-03-06T00:42:10Z,1,presidenta municipal de Tampico,Escándalo en Chiconcuac: Alcalde llega en helicóptero a carnaval,Azteca Noticias,2026-03-02T20:24:54Z,2026-04-11T05:04:57,yt_w10_backfill,2026-03-02_semana_02marzo_08marzo_26,youtube,top_level,https://www.youtube.com/watch?v=TtchTXXvp6w,1
