Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,Debby✨️,https://x.com/DebbyDe82,DebbyDe82,False,2025-02-04 09:37:05+00:00,False,"Lui: ""Mariavittoria oltre ad essere bellissima e simpaticissima è una guerriera che combatte ogni giorno...""😭 Lei: ""Tommaso è l'amore mio""🥲 Protezione, cura, amore... quello vero🤍 #tommavi",1886710559036289180,https://x.com/DebbyDe82/status/1886710559036289180,0,23,306,8899,19,https://pbs.twimg.com/media/Gi7xQLXWoAA-4Tm.jpg,False,,,,,it,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,Cris🧁💥,https://x.com/CrisMafinBoom,CrisMafinBoom,False,2025-02-04 10:45:21+00:00,False,Dan ganas de irse con ella de cerveceo o de vinos.¿Quién se vendría?😏. Créditos a la autora del vídeo👏🏻 #mafin,1886727741141069906,https://x.com/CrisMafinBoom/status/1886727741141069906,12,27,351,10280,127,https://pbs.twimg.com/ext_tw_video_thumb/1886727667858231297/pu/img/CUlGFAl6FjkmMg1Q.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,REFUGIO El Montecito De los Canichones,https://x.com/canichones,canichones,True,2025-02-04 11:01:02+00:00,False,Hoy en un día de locos. Con el HORNO PRENDIDO AL MANGO (60 de térmica en Santiago) seguimos AYUDANDO !! Hoy lo sume a NARNIA al DAPO por el cual me pido ayuda el gigante del Matias Fulco (unos amigos de el otros gigantes lo rescataron e hicieron castrar) y sume a MELINA que mi amigo y hermano de l vida el Tato Silva la encontró muriéndose. La sacó de donde estaba. La hizo atender y hoy se sumó a NARNIA conmigo !! Y el PEQUE JAIRO. Un señor mayor remil humilde lo encontró en la calle atropellado. Lo alcanzó hasta una vete y las chica de ahí me pidieron colaboración !! Un día más. Uno a la vez. Jódete calor !! Por acá NO SE RINDE NADIE !! Bienvenidos hermanitos !! Los amamos !! ❤️🐶🐶🐶❤️,1886731685120668034,https://x.com/canichones/status/1886731685120668034,7,132,533,9601,4,https://pbs.twimg.com/amplify_video_thumb/1886731588102164480/img/rQLigrA8ajiVoL18.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,MR. ANTICORRUPCION. 👁️👁️,https://x.com/GustavoSantiz28,GustavoSantiz28,False,2025-02-04 11:23:55+00:00,False,"🚨SERVICO SOCIAL 🚨 Si la ven no digan nada, No se rían, puede ser peligrosa. Desde que le arrebataron a su palomo, Anda deambulando por las calles como alma en pena, Hace tiempo los arzu le quitaron a un su hijo (el monito arzu) Se cree diputada, Solo esta delirando.",1886737445338669378,https://x.com/GustavoSantiz28/status/1886737445338669378,39,115,324,6981,1,https://pbs.twimg.com/media/Gi8JtVMXMAAzLcL.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,Fuerza Informativa Azteca,https://x.com/AztecaNoticias,AztecaNoticias,True,2025-02-04 12:05:37+00:00,False,"#AlertaVialFIA | Una pareja que viajaba en una motocicleta murió al estrellarse contra la parte trasera de una camioneta de carga en la esquina de la avenida #Tláhuac y Ricardo Flores Magón, en la colonia Santa Ana Norte, en la alcaldía #Tláhuac. La circulación muy complicada en la zona. Vía: @isidrocorro",1886747939168571751,https://x.com/AztecaNoticias/status/1886747939168571751,47,135,1357,274504,106,https://pbs.twimg.com/ext_tw_video_thumb/1886747912987672576/pu/img/33wk_E1wtJNWH23G.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,MMG,https://x.com/Monicaacentuado,Monicaacentuado,False,2025-02-04 12:16:45+00:00,False,Hoy es el día mundial contra el Cáncer. Quiero agradecer a los #medicos y #enfermeras oncológicos su gran hacer y dedicación. Especialmente a los que consiguieron que hoy pueda estar aquí mensajeándome con vosotros. #Cancer #DiaMundialContraElCancer,1886750743064871321,https://x.com/Monicaacentuado/status/1886750743064871321,23,33,285,5494,1,https://pbs.twimg.com/media/Gi8VzQWWoAAyTS6.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,Vivo En Marte,https://x.com/VivoenMarte2,VivoenMarte2,True,2025-02-04 12:56:24+00:00,False,"En redes sociales ya se están despidiendo de un niño de tan solo 16 años que pertenecía a la narco terrorista organización del Cartel Del Noreste/Zetas de #NuevoLaredo #Tamaulipas Es un asco ver como está narco terrorista organización mencionada está cada vez reclutando más niños en sus filas. Les lavan el cerebro con esas canciones del Macabeliko, les dicen y les prometen que van a ganar mucho dinero y que algún día serán un ""comandante"" de la organización, etc. Es una situación lamentable la que se vive en esa ciudad fronteriza. Niños a muy corta edad siendo reclutados como halcones, sicarios, punteros, etc. Desde muy corta edad ya están portando armas largas, los vuelen vicisios en las drogas, sufren desveladas de doble turno, etc. El era José Ramón de tan solo 16 años apodado ""El Choco"" lo reportan como abatido en redes sociales por sus seres queridos.",1886760718487458267,https://x.com/VivoenMarte2/status/1886760718487458267,0,18,273,57828,55,https://pbs.twimg.com/media/Gi8e39jXcAAnGKO.jpg;https://pbs.twimg.com/media/Gi8e4AiWAAAaS5R.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,MacuMazzuca,https://x.com/MazzucaMacu,MazzucaMacu,False,2025-02-04 12:58:01+00:00,False,"Esta madrugada se nos fue mi mamá Carmen, te amamos tus nietos y yo, hermosa por siempre, ahí haciendo sus tortas fritas para mis hijos !!!!♥️♥️♥️♥️",1886761128350335202,https://x.com/MazzucaMacu/status/1886761128350335202,1491,535,17594,277250,45,https://pbs.twimg.com/media/Gi8fPk0XIAAvXXz.jpg,False,,,,,es,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,S6,https://x.com/Sonia6S,Sonia6S,False,2025-02-04 14:07:51+00:00,False,"Mariavittoria:ho accanto una persona meravigliosa che si sobbarca dei miei problemi,voglio che mi sta vicino e lui mi sta vicino tutti i giorni Tommaso:oltre che simpatica e bellissima è una guerriera che lotta ogni giorno contro questi suoi problemi 🥹 #Tommavi #GrandeFratello",1886778700139569519,https://x.com/Sonia6S/status/1886778700139569519,0,20,205,16872,32,https://pbs.twimg.com/ext_tw_video_thumb/1886778414092173312/pu/img/I_2UVZBcv3KrkUBh.jpg,False,,,,,it,Top
(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0,https://x.com/search?q=(@@TampicoGob OR @@MonicaVTampico) min_replies:0 min_faves:0 min_retweets:0 until:2025-02-05 since:2025-02-04&src=typed_query,Táchira Protesta,https://x.com/TachiraProtesta,TachiraProtesta,True,2025-02-04 15:22:47+00:00,False,"Venezolanos,insistimos en esto, no podemos dejar de apoyar a @MariaCorinaYA Podemos criticarla, aconsejarla, estar incluso en desacuerdo en muchas cosas, pero repetimos, si ella fracasa, fracasa Venezuela. Esto se lo decimos a todas las personas que lanzan odio y rechazo visceral hacia ella en redes, diciéndose de oposición. Para nada de acuerdo, van sin norte y sin sentido. Nosotros mantenemos nuestro apoyo, jamás incondicional o fanático, ya que sentimos que como todo ser humano comete errores y a su vez muchísimos aciertos. Ella lleva la lucha encima y no se ha quedado quieta no ha colgado los guantes. Mientras sigamos viendo todo lo que vemos en ella contará con nuestro apoyo. Hasta el final 🇻🇪",1886797557893865511,https://x.com/TachiraProtesta/status/1886797557893865511,75,723,1910,25211,6,,False,,,,,es,Top
