run_id,week_name,page_id,page_label,post_id,post_url,created_time,week_label,comment_count_post,selection_stage,selection_rule,selected_for_comment_sampling,selection_rank,processing_rank,status_extraccion,decision_reason,seed
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1505912757765280,https://www.facebook.com/monicavtampico/posts/pfbid0EzrQpqZ4pWoqCaUzQ4EDKCCVv3749SCpXH4D8NdsyDYErCSBKt8Jx1tTK2h5Tu3ql,2026-03-16T02:31:38+00:00,2026-03-17,92.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,1.0,8.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1505983961091493,https://www.facebook.com/monicavtampico/posts/pfbid02v2n1TgfpeZBLfGLDGa8Wn5uGTqPRPihAcBAdwJYQW19zACFeJvvFZQ1uKzQbFSrml,2026-03-16T04:42:56+00:00,2026-03-17,63.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1506348541055035,https://www.facebook.com/monicavtampico/posts/pfbid0GFuxVBqC4KSQkc17WQBrDs39VHFxxbsV1WRbz9yf8R3pRZEVxGBirjzGcxYCw5LZl,2026-03-16T14:57:08+00:00,2026-03-17,39.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1506520287704527,https://www.facebook.com/monicavtampico/posts/pfbid0bcGPa1F2uvhuKrdkzQ9WGR2Axai8Fr4mT96X9ArGqiptBnRhXS3ygyK1APN9kuXfl,2026-03-16T19:38:53+00:00,2026-03-17,27.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,2.0,7.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1506556551034234,https://www.facebook.com/monicavtampico/posts/pfbid0iV6qa9XyKZUJggMcGtqN1QnNDEQ6BGqHqWnMEpytB7vSGqgmqZqRq6qm8aSko5Lbl,2026-03-16T20:51:27+00:00,2026-03-17,74.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1506797711010118,https://www.facebook.com/monicavtampico/posts/pfbid02BTD5XzVHGb1L1kACxDZKeTdtRYmajzxDGU5YiEnEKycLrTA9sEyUxCon3AA1x2gal,2026-03-17T04:39:51+00:00,2026-03-17,59.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1507217994301423,https://www.facebook.com/monicavtampico/posts/pfbid02oRtMM8ZynST5iCpNuetYAVJnR2BMRxHXziu9vP8ctgfoFBn1arzzHyJqjPmm9E3ql,2026-03-17T16:38:28+00:00,2026-03-17,27.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,3.0,6.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1507344547622101,https://www.facebook.com/monicavtampico/posts/pfbid02wKNHMLnzZj5KiiJRe4to5dQwYzhw1PpbtVyeMh2ZuEz3otV9fH6knMuoKnvKj6Zil,2026-03-17T20:34:36+00:00,2026-03-17,37.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1507450437611512,https://www.facebook.com/monicavtampico/posts/pfbid025EXpVQvedZa4JRvFbTyecFnEkdjYQXwYaMUzT7vLKDTKg11SuepPs4jkJ8iLvv8l,2026-03-18T00:26:46+00:00,2026-03-24,49.0,candidate_rejected_by_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,False,,,not_selected_due_sampling,Excluded by temporal even-spacing sampling before comments actor.,42
fb_w12_backfill_fix,2026-03-16_semana_16marzo_22marzo_26,964877296876825,MonicaVillarreal,1507512864271936,https://www.facebook.com/reel/1429893698802924/,2026-03-18T02:38:10+00:00,2026-03-24,42.0,selected_for_comment_sampling,temporal_even_spacing_by_created_time_with_seed_tiebreak,True,4.0,5.0,selected_post_with_comments,Selected by temporal coverage rule and processed under page cap.,42
